nation=pogaria,The Holy Empire of Pogaria,Democratic Socialists,Excellent,Developing,Excellent
nation=araraukar,The Grand Nation of Araraukar,Corrupt Dictatorship,Some,Weak,Few
nation=smugglers_and_mercs,The Alliance of Smugglers and Mercs,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=ifreann,The Radchaai Province of Ifreann,Scandinavian Liberal Paradise,Superb,Very Strong,Excellent
nation=topazia,The Dominion of Topazia,Corrupt Dictatorship,Below Average,Frightening,Few
nation=feu_de_glace,The Queen Of the Waltz of Feu de Glace,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=federation_of_the_astral_plane,The Federal Republic of Federation of the Astral Plane,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=uinted_communist_of_africa,The Democratic Union of Uinted Communist of Africa,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=corsaria,The Empire of Corsaria,Corrupt Dictatorship,Average,Powerhouse,Unheard Of
nation=future_cascadia,The Republic of Future Cascadia,Democratic Socialists,Very Good,Frightening,Good
nation=mathematania,The People's Ambient Technocracy of Mathematania,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=samudera,The Islands of Samudera,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=devoted_snails,The Holy Empire of Devoted Snails,Psychotic Dictatorship,Few,Struggling,Outlawed
nation=benjamin_mark,The Second Commonwealth of Benjamin Mark,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=mes,The National-Sonacist Empire of Mes,Democratic Socialists,Below Average,Frightening,Average
nation=chocolate_fishies,The Alien Invasion of Chocolate Fishies,Left-Leaning College State,Excellent,Frightening,Good
nation=seraluka,The People's Republic of Seraluka,Democratic Socialists,Very Good,Strong,Below Average
nation=the_candy_of_bottles,The Rainbow Pony Kingdom of The Candy Of Bottles,Democratic Socialists,Good,Frightening,Average
nation=paffnia,The Protectorate of Paffnia,Scandinavian Liberal Paradise,Excellent,Powerhouse,Very Good
nation=merriwhether,The Free Democratic Republic of Merriwhether,Left-wing Utopia,Excellent,Frightening,Superb
nation=brillnuck,The Federal Republic of Brillnuck,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=fomahault,The Workers' Republic of Fomahault,Democratic Socialists,Good,Frightening,Very Good
nation=slavonia_and_srijem,The European Union of Slavonia and Srijem,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=love_and_nature,The Utopian People's Republic of Love and Nature,Democratic Socialists,Good,Frightening,Excellent
nation=socialised_capital,The Community of Socialised Capital,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=copercia,The PS2 Puppet of Copercia,Tyranny by Majority,Outlawed,Imploded,Corrupted
nation=nitiy,The Holy Queendom of Nitiy,Tyranny by Majority,Unheard Of,All-Consuming,Excellent
nation=the_new_nordic_union,The Democratic Socialist Union of The New Nordic Union,Left-wing Utopia,Superb,Frightening,Superb
nation=comradeland,The Mass Line of Comradeland,Democratic Socialists,Very Good,Frightening,Below Average
nation=the_republic_of_invictus,The Democratic Republic of The Republic of Invictus,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=cypheri,The Republic of Cypheri,Scandinavian Liberal Paradise,Excellent,Frightening,Below Average
nation=the_monterey_bay_aquarium,The Environmentalists of The Monterey Bay Aquarium,Democratic Socialists,Very Good,Frightening,Very Good
nation=aequalitia,The Democratic republic of Aequalitia,Civil Rights Lovefest,Superb,Frightening,Superb
nation=kirkensis,The Republic of Kirkensis,Left-wing Utopia,Superb,Frightening,Superb
nation=neu_california,The Olde Red Republic of Neu California,Left-wing Utopia,Superb,Struggling,Superb
nation=british_brittany,The Dominion of British Brittany,Left-wing Utopia,World Benchmark,Frightening,Excellent
nation=tyrassueb,The Principality of Tyrassueb,Left-wing Utopia,Excellent,Frightening,Excellent
nation=miradya_federation,The Name Change in 5-ish months of Miradya Federation,Inoffensive Centrist Democracy,Excellent,Good,Good
nation=girldom,The Allied States of Girldom,New York Times Democracy,Very Good,Frightening,Excellent
nation=stratusfear,The Nomadic Peoples of Stratusfear,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=sapphiria,The Dominion of Sapphiria,Corrupt Dictatorship,Some,Frightening,Few
nation=raghallaigh,The Let's All Just Get Along of Raghallaigh,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=super_happy_land,The Social Democracy of Super Happy Land,New York Times Democracy,Very Good,Frightening,Superb
nation=czechostan,The Socialist Federal Republic of Czechostan,Left-wing Utopia,Frightening,Frightening,Excessive
nation=thepeopl,The Draconian tribe of Thepeopl,Democratic Socialists,Average,Frightening,Some
nation=darths_and_droids,The Webcomic RolePlaying Game of Darths and Droids,Democratic Socialists,Good,Frightening,Some
nation=omnistria,The Epic Revolution of Omnistria,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=heiis_an_rayn,The Crystal Gardens of Heiis an Rayn,Liberal Democratic Socialists,Very Good,Developing,Superb
nation=demeter,The Mystery Cult of Demeter,Democratic Socialists,Good,Frightening,Very Good
nation=the_bulgarian_balkans,The Republic of The Bulgarian Balkans,Liberal Democratic Socialists,Very Good,Frightening,World Benchmark
nation=yahlia,The Lest We Forget of Yahlia,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=talitoa,The Pacific Republic of Talitoa,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=infidel_state,The Red Deruuu Vassal of Infidel State,Democratic Socialists,Very Good,Frightening,Some
nation=cecilly,The Queendom of Cecilly,Left-Leaning College State,Excellent,Frightening,Excellent
nation=filmtecknarnia,The Jingoistic States of Filmtecknarnia,Father Knows Best State,Average,Thriving,Few
nation=this_was_probably_a_bad_idea,The Republic of This was probably a bad idea,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=requand,The Commonwealth of Requand,Scandinavian Liberal Paradise,Excessive,Frightening,Excellent
nation=tolerativ,The Democratic Republic of Tolerativ,Democratic Socialists,Very Good,Frightening,Some
nation=the_asylum_manager,The Lush forest-moon of The Asylum Manager,Left-wing Utopia,Superb,Frightening,Excellent
nation=saurian_nations,The Antediluvian Lost World of Saurian Nations,Left-wing Utopia,Excellent,Frightening,Superb
nation=victoriaans_nederlands,The Heerlijke Opperheerschappij of Victoriaans Nederlands,Democratic Socialists,Good,Frightening,Excellent
nation=courlany,The Quantum Interference Device of Courlany,Left-wing Utopia,Excellent,Frightening,Superb
nation=scandinavian_stockholm,The Socialist Republic of Scandinavian Stockholm,Democratic Socialists,Average,Frightening,Some
nation=kowani,The Allied States of Kowani,Democratic Socialists,Average,Frightening,Good
nation=the_kingdom_of_robo,The Shiny Happy People of The Kingdom of RobO,Scandinavian Liberal Paradise,World Benchmark,Frightening,Very Good
nation=zinertia,The Cattery of Zinertia,Left-wing Utopia,Superb,Frightening,Superb
nation=vilouki,The Socialist Republics of Vilouki,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=aquilajordyn,The Orchiddic Imperium of AquilaJordyn,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=new_lakemba,The Commonwealth of New Lakemba,Left-wing Utopia,Superb,Frightening,Superb
nation=free_secular_humanists,The Pastafarian Dudeism of Free secular Humanists,Democratic Socialists,Excellent,Thriving,Good
nation=felpolandia,The Commonwealth of Felpolandia,Civil Rights Lovefest,Frightening,Frightening,Superb
nation=southern_numenor,The Republic of Southern Numenor,Left-wing Utopia,Superb,Frightening,Superb
nation=zombiedolphins,The Republic of Zombiedolphins,Civil Rights Lovefest,Superb,Frightening,Superb
nation=piloria,The Determined Land of Piloria,New York Times Democracy,Excellent,Frightening,Superb
nation=sekura_monto,The Social Democracy of Sekura Monto,Left-wing Utopia,Excellent,Frightening,Superb
nation=platinia,The Dominion of Platinia,Corrupt Dictatorship,Below Average,Frightening,Few
nation=russr,The Socialist Duumvirate of RUSSR,Left-Leaning College State,Excellent,Frightening,Very Good
nation=ecclestia,The Democratic Commonwealth of Ecclestia,New York Times Democracy,Very Good,Frightening,Superb
nation=runegeist,The Republic of Runegeist,Democratic Socialists,Excellent,Frightening,Very Good
nation=the_english_regions,The United Departments of The English Regions,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=kiasu-ism,The Republic of Kiasu-ism,Inoffensive Centrist Democracy,Average,Frightening,Very Good
nation=zrhajan,The United Communes of Zrhajan,Left-wing Utopia,Excessive,Frightening,Superb
nation=alelusia,The Democratic Republic of Alelusia,Left-wing Utopia,Superb,Frightening,Widely Abused
nation=siwale,The Republic of Siwale,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=ducky_ii,The Kingdom of Ducky II,Democratic Socialists,Average,Frightening,Very Good
nation=benthamania,The Democratic Republic of Benthamania,Civil Rights Lovefest,Superb,Frightening,Superb
nation=ivetnia,The Five Fingered Discount of Ivetnia,Democratic Socialists,Good,Frightening,Good
nation=cameroi,The Free Land of Cameroi,Liberal Democratic Socialists,Excellent,Imploded,Excellent
nation=vetelo,The Dear Leader of Vetelo,Corrupt Dictatorship,Excellent,Frightening,Few
nation=dinner_blaster,The Democratic States of Dinner Blaster,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=lady_rose,The Fiefdom of Lady Rose,Civil Rights Lovefest,Superb,Frightening,Superb
nation=salanernterthwazva,The Prosperous Republic of Salanernterthwazva,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=serendopolis,The Holy Empire of Serendopolis,Democratic Socialists,Below Average,Strong,Excellent
nation=crysato,The Free Land of Crysato,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=ko-oren,The Halcyon Islands of Ko-oren,Corrupt Dictatorship,Average,Frightening,Few
nation=ashrah,The Holy Green Woods of Ashrah,Left-wing Utopia,Superb,Frightening,Excellent
nation=new_salchara,The Holy Theocracy of New Salchara,Democratic Socialists,Some,Struggling,Average
nation=falvaard,The Vinlandic Republic of Falvaard,Left-Leaning College State,Superb,Frightening,Excellent
nation=liberillia,The Archipelagic Paradise of Liberillia,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=ancient_free_and_accepted_masons,The Archduchy and Electorate of Ancient Free and Accepted Masons,Left-Leaning College State,World Benchmark,Frightening,Excellent
nation=insaniragica,The Utopia of Insaniragica,Democratic Socialists,Average,Frightening,Below Average
nation=katkasistan,The Democratic States of Katkasistan,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=liberal_ukraine,The Empire of Liberal Ukraine,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=le_libertia,The Vice Delegate of Le Libertia,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=herrebrugh,The Kingd' o' t' Herrebrugh Isl' of Herrebrugh,Liberal Democratic Socialists,Excellent,Frightening,Excessive
nation=sirian,The Democratic Socialist States of Sirian,Left-Leaning College State,Excellent,Frightening,Good
nation=tinis,The Union of Tinis,Liberal Democratic Socialists,Excellent,Imploded,Superb
nation=torregal,The Pagan Commune of Torregal,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=the_feline_overlord,The Personal Harem of The Feline Overlord,Democratic Socialists,Good,All-Consuming,Average
nation=columbia_united,The Federal Republic of Columbia United,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=vastalon,The Federated Republic of Vastalon,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=intlyiatin,The Syndycalist Republic of Intlyiatin,Corrupt Dictatorship,Very Good,Frightening,Few
nation=liliumtopia,The Gay Socialist Republic of Liliumtopia,Left-wing Utopia,World Benchmark,Frightening,Excellent
nation=itanland,The Republic of Itanland,New York Times Democracy,Very Good,Frightening,Superb
nation=alexandria_eschate,The Romance of Kipling's Orient of Alexandria Eschate,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=osma_del_sur,The Socialdemocracy of Osma del sur,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=republica_de_sasha,The Island of Republica de Sasha,Left-wing Utopia,World Benchmark,Frightening,Corrupted
nation=no_chocia,The Dominion of No Chocia,Democratic Socialists,Excellent,Frightening,Excellent
nation=ringerland,The Democratic Republic of Ringerland,Democratic Socialists,Good,Frightening,Good
nation=karolosia,The Holy Empire of Karolosia,Authoritarian Democracy,Outlawed,Frightening,Average
nation=emerie,The Violet Duchy of Emerie,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=iluris,The Queendom of Iluris,Liberal Democratic Socialists,Very Good,Strong,Superb
nation=refuge_isle,The Fanciful Tales of Refuge Isle,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=starlight_blade,The Kingdom of Starlight Blade,Democratic Socialists,Average,All-Consuming,Some
nation=refugee_arks,The Motley Crew's Baroque Voyage of Refugee Arks,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=sinovieta,The Constitutional Khaganate of Sinovieta,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=tennis_botha,The Protectorate of Tennis Botha,Liberal Democratic Socialists,Excellent,Frightening,Excessive
nation=scientists_allied,The Technocratic State of Scientists Allied,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=smiling_optimists,The Happy Utopia of Smiling Optimists,Civil Rights Lovefest,Superb,Frightening,Superb
nation=potatodom,The Junglist Robot Republic of Potatodom,Left-wing Utopia,Superb,Very Strong,Superb
nation=villa_real,The Duchy of Villa Real,Civil Rights Lovefest,Superb,Frightening,Superb
nation=saugeen,The Frequently Inebriated Nation of Saugeen,Civil Rights Lovefest,Frightening,Frightening,Corrupted
nation=ekamatra,The Democratic Party of Ekamatra,Psychotic Dictatorship,Rare,Frightening,Few
nation=oceanus,The Ancient Empire of Oceanus,New York Times Democracy,Good,Frightening,Excellent
nation=continental_social_democrats,The République of Continental Social Democrats,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=redman4933,The Paradise of Redman4933,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=glowing_diamonds,The Monarchy of Glowing Diamonds,Left-Leaning College State,Excellent,Frightening,Good
nation=the_free_land_of_apes,The Confederacy of The Free Land of Apes,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=southerly,The Republic of Southerly,Left-Leaning College State,Superb,Frightening,Excellent
nation=fireflower201,The Nomadic Peoples of Fireflower201,Democratic Socialists,Excellent,Strong,Excellent
nation=ferlhizlishia,The Fauzjhian Birthly Kingdom of Ferlhizlishia,Left-wing Utopia,Superb,Frightening,Excellent
nation=the_bone_of_contention,The Undignified Melodrama of The Bone of Contention,Tyranny by Majority,Rare,Good,Widely Abused
nation=aelyria,The Lucky Federation of Aelyria,Left-Leaning College State,Excellent,Frightening,Excellent
nation=the_great_lord_fail,The Lord of Fail's Empire of The Great Lord Fail,Democratic Socialists,Excellent,Frightening,Excellent
nation=leckenby,The Democratic Republic of Leckenby,Left-Leaning College State,Superb,Powerhouse,Very Good
nation=cop_met,The Happy Place of Cop Met,Left-wing Utopia,Excellent,Imploded,World Benchmark
nation=byzant,The Holy Empire of Byzant,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=koaland,The Environmental Republic of Koaland,Democratic Socialists,Good,Developing,Very Good
nation=bezo,The Pre-Apocalyptic Wasteland of Bezo,Scandinavian Liberal Paradise,Excellent,Fragile,Excellent
nation=the_anti-social_socialists,The Sweet and Snarky Community of The Anti-Social Socialists,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=seno_zhou_varada,The Socialist Local Democracy of Seno Zhou Varada,Left-wing Utopia,Frightening,Frightening,Superb
nation=provident_nation,The Imperial Commonwealth of Provident Nation,Left-wing Utopia,Superb,Frightening,Excellent
nation=yuletide_yggdrasil,The Generous Roots of Yuletide Yggdrasil,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=port_starboard,The Commonwealth of Port Starboard,Left-wing Utopia,Superb,Frightening,Superb
nation=christ_triumphant,The Black Swan Hegemony of Christ Triumphant,Democratic Socialists,Very Good,Frightening,Excellent
nation=nya_varlden,The Nya Världen of Nya Varlden,Scandinavian Liberal Paradise,Excellent,Fragile,Excellent
nation=titiwu,The Urmel Island of Titiwu,Left-wing Utopia,Excellent,Imploded,World Benchmark
nation=tibetan_buddhism,The Enlightened Followers of Tibetan Buddhism,Democratic Socialists,Below Average,Frightening,Average
nation=jaksmouth,The Tyu of Jaksmouth,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=rosenesse,The United Kingdom of Rosenesse,Left-wing Utopia,Superb,Frightening,Superb
nation=ravendi,The DRESS FIESTA of Ravendi,Left-Leaning College State,Superb,Frightening,Very Good
nation=hastrua,The People's Serenity of Hastrua,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=lislandia,The Equatorial Bulge of Lislandia,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=corp_nations,The Empire of Corp Nations,Left-Leaning College State,Superb,Frightening,Excellent
nation=united_states_york,The Federal Republic of United States York,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=esmerel,The Neo-Kemalist Technocracy of Esmerel,Democratic Socialists,Very Good,Frightening,Average
nation=grottammare,The Animal Farm of Grottammare,Civil Rights Lovefest,World Benchmark,Good,World Benchmark
nation=the_sinistress,The Glorious Imperium of The Sinistress,Libertarian Police State,Superb,Frightening,Few
nation=avios,The Empire of Avios,New York Times Democracy,Very Good,Frightening,World Benchmark
nation=kawastyselir,The Confederacy of Kawastyselir,Left-wing Utopia,World Benchmark,Weak,Superb
nation=sovereign_wilderness,The Pastoral Mutiny of Sovereign Wilderness,Liberal Democratic Socialists,Excellent,Frightening,Excessive
nation=the_peoples_place_of_living,The Loosely Affiliated Cities of The Peoples Place of Living,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=tellesopia,The Republic of Tellesopia,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=socialist_states_of_east_antarctica,The Union of Socialist States of East Antarctica,Left-wing Utopia,Superb,Frightening,Superb
nation=rust,The Rogue Nation of Rust,Left-wing Utopia,World Benchmark,Powerhouse,Superb
nation=united_states_of_saul,The Federal Republic of United States of Saul,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=sphinxatopd,The People's Collective of Sphinxatopd,Left-Leaning College State,World Benchmark,Frightening,Excellent
nation=incense,The Principality of Incense,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=east_and_west_lynn,The Allied States of East and West Lynn,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=scandaland,The Constitutional Monarchy of Scandaland,Scandinavian Liberal Paradise,Superb,Frightening,Average
nation=nouveau_scandinavia,The United Socialist States of Nouveau Scandinavia,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=united_states_smith,The Federal Republic of United States Smith,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=sankh-lanport,The Free and Independent State of Sankh-Lanport,Left-Leaning College State,Excellent,Frightening,Average
nation=kahootology,The Correct Answers of Kahootology,Left-wing Utopia,Excessive,Frightening,Superb
nation=wackiest,The Fabulously Modest Kingdom of Wackiest,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=reino_do_vale,The Theocracy of Reino do Vale,Inoffensive Centrist Democracy,Good,Frightening,Below Average
nation=fridgitatia,The Free Land of Fridgitatia,Left-wing Utopia,Frightening,Imploded,World Benchmark
nation=flanhezria,The Burning Fauzjhian Province of Flanhezria,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=demotek,The Eco-communalist Democracy of Demotek,Left-Leaning College State,Superb,Frightening,Excellent
nation=toe-cheeseland,The British Commonwealth of Toe-Cheeseland,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=the_grand_duchy_of_yurstonstan,The Grand Duchy of The Grand Duchy of Yurstonstan,Scandinavian Liberal Paradise,Excellent,Frightening,Average
nation=ninjitsutopia,The Revolutionary Federation of NinjitsUtopia,Left-Leaning College State,Excellent,Frightening,Excellent
nation=ebon_citadel,The Weeping Halls of Ebon Citadel,Democratic Socialists,Good,Frightening,Average
nation=diplomatic_territories,The East Asian Commune of Diplomatic Territories,Left-wing Utopia,Frightening,Frightening,Excessive
nation=zolehen,The Confederacy of Zolehen,Father Knows Best State,Average,Frightening,Few
nation=sedrerna,The Commonwealth of Sedrerna,Democratic Socialists,Good,Frightening,Good
nation=guila_naquitz,The Queendom of Guila Naquitz,Left-wing Utopia,Frightening,Frightening,Superb
nation=sowjet_union,The United Socialist States of Sowjet Union,Liberal Democratic Socialists,Excellent,Powerhouse,Superb
nation=alitonia,The United Kingdom of Alitonia,Inoffensive Centrist Democracy,Very Good,Strong,Very Good
nation=airzsia,The Storming Fauzjhian Province of Airzsia,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=dylan_murdoch,The Independent republic of Dylan Murdoch,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=greater_saxonprussin,The Republic of Greater Saxonprussin,Democratic Socialists,Very Good,Frightening,Very Good
nation=the_solar_system_scope,The Floofy Foxes of The Solar System Scope,New York Times Democracy,Very Good,Frightening,Superb
nation=small_fish,The Incorporated States of Small Fish,Civil Rights Lovefest,World Benchmark,Powerhouse,World Benchmark
nation=khasab,The Sultanate of Khasab,New York Times Democracy,Very Good,Frightening,Corrupted
nation=the_iger_civilization,The Cosmopolitan State of The IGER Civilization,Left-wing Utopia,Excellent,Frightening,Superb
nation=kyprios,The Damanucan Representative of Kyprios,Liberal Democratic Socialists,Average,Frightening,Excellent
nation=cornfederacy_of_corn,The Golden Ears of Cornfederacy of Corn,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=lompe_steen_haha,The Lovebombs you came to expect of Lompe Steen HAHA,Inoffensive Centrist Democracy,Good,Imploded,Very Good
nation=manhat,The Lunar Republic of Manhat,Left-Leaning College State,Superb,Frightening,Few
nation=rauzcia,The Stoning Fauzjhian Province of Rauzcia,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=isaris,The Interstellar Republic of Isaris,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=mettia,The Andenian Spiritual Union of Mettia,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=dialectical_metarealism,The Libertarian Marxist Dharma of Dialectical metaRealism,Left-wing Utopia,Frightening,Frightening,World Benchmark
nation=marcene,The Commonwealth of Marcene,Democratic Socialists,Good,Fragile,Very Good
nation=tawuraari,The Democratic Republic of Tawuraari,Democratic Socialists,Excellent,Frightening,Very Good
nation=wijaya_arama_hayuning_kuncaraningrat,The Praja Bawana Cantya Windraya of Wijaya Arama Hayuning Kuncaraningrat,Democratic Socialists,Very Good,Frightening,Excellent
nation=beatrixia,The Volksrepublik of Beatrixia,Democratic Socialists,Very Good,Frightening,Excellent
nation=kriov,The Glorious and Serene Harmony of Kriov,Left-Leaning College State,Superb,Frightening,Excellent
nation=twilightlicious,The People's Republic of Twilightlicious,Left-wing Utopia,Excellent,Frightening,World Benchmark
Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=kriov,The Glorious and Serene Harmony of Kriov,Left-Leaning College State,Superb,Frightening,Excellent
nation=twilightlicious,The People's Republic of Twilightlicious,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=dimasalang,The Federated Devolved Countries of Dimasalang,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=xentherida,The Grand Federation of Xentherida,Democratic Socialists,Excellent,Frightening,Excellent
nation=jhlacezria,The Freezing Fauzjhian Province of Jhlacezria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=new_jamiea,The Quokka Isles And Republic of New Jamiea,New York Times Democracy,Excellent,Frightening,Excellent
nation=roendavar,The Utopian Kingdom of the Union of Roendavar,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=huelistan,The Confederation of Republics of Huelistan,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=odysson,The Constitutional Monarchy of Odysson,Democratic Socialists,Excellent,Frightening,Excellent
nation=barnavia,The Grand Duchy of Barnavia,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=kelsyth,The Republic of Kelsyth,Left-wing Utopia,Superb,Frightening,Excellent
nation=athainia,The Illustrious Autocracy of Athainia,Father Knows Best State,Average,Frightening,Outlawed
nation=trotskya,The Workers' Democracy of Trotskya,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=apabeossie,The April Joy of Apabeossie,Civil Rights Lovefest,Superb,Frightening,Widely Abused
nation=norsweansk,The Kingdom of Norsweansk,Democratic Socialists,Below Average,Frightening,Average
nation=bistrostan,The Empire of Bistrostan,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=kisovec,The Cyberocracy of Kisovec,Scandinavian Liberal Paradise,Superb,Frightening,Average
nation=arimbia,The Pink Free Land of Arimbia,Scandinavian Liberal Paradise,World Benchmark,Frightening,Very Good
nation=maplestan,The Federal Republic of Maplestan,Civil Rights Lovefest,Excellent,Frightening,Excessive
nation=united_socialist_republics_of_lan,The Union of United Socialist Republics of LAN,Democratic Socialists,Excellent,Developing,Below Average
nation=werebears,The Republic of Werebears,Democratic Socialists,Average,Frightening,Very Good
