nation=logical_paradox,The Federation of Logical Paradox,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=ubiquistania,The Allied Green and Red States of Ubiquistania,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=cilef,The Atheistic Collective of Cilef,Democratic Socialists,Very Good,Imploded,Very Good
nation=yannia,The Nudist States of Yannia,Left-wing Utopia,Excessive,Frightening,Superb
nation=christ_triumphant,The Black Swan Hegemony of Christ Triumphant,Democratic Socialists,Very Good,Frightening,Excellent
nation=haven_of_liberty,The Union of Haven of liberty,Left-wing Utopia,Superb,Frightening,Excessive
nation=drunk_trolls,The Commonwealth of Drunk Trolls,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=dylan_murdoch,The Independent republic of Dylan Murdoch,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=xiashu,The Peaceful collective of Xiashu,Liberal Democratic Socialists,Very Good,All-Consuming,Superb
nation=the_seid,The Hivemind of The Seid,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=tweekia,The Kingdom of Tweekia,Democratic Socialists,Good,Frightening,Good
nation=multiple_bounty,The Revisionist Republic of Multiple Bounty,Democratic Socialists,Very Good,Frightening,Very Good
nation=preserved_lenin,The Infinitely Holy Glass Case of Preserved Lenin,Psychotic Dictatorship,Outlawed,Struggling,Outlawed
nation=arvelken,The Allied States of Arvelken,Democratic Socialists,Very Good,Frightening,Some
nation=amipolog,The Socialist Republic of Amipolog,Left-wing Utopia,Superb,Frightening,Superb
nation=blargoblarg,The Socialist Empire of Blargoblarg,Corrupt Dictatorship,Average,Fair,Unheard Of
nation=novarain,The Republic of NovaRain,Left-wing Utopia,Frightening,Frightening,Corrupted
nation=garden_at_6th_mile_road,The Heldere n Betoverde Dimensie of Garden at 6th Mile Road,Liberal Democratic Socialists,Good,Frightening,Superb
nation=-hellkite-,The Fedaykin Empire of -Hellkite-,Left-wing Utopia,Superb,Frightening,Superb
nation=khasab,The Sultanate of Khasab,New York Times Democracy,Very Good,Frightening,Corrupted
nation=alexandria_eschate,The Romance of Kipling's Orient of Alexandria Eschate,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=felpolandia,The Commonwealth of Felpolandia,Civil Rights Lovefest,Frightening,Frightening,Superb
nation=witchcraft_and_wizardry,The Hogwarts School of Witchcraft and Wizardry,Democratic Socialists,Average,Frightening,Below Average
nation=cop_met,The Happy Place of Cop Met,Left-wing Utopia,Excellent,Imploded,World Benchmark
nation=uinted_communist_of_africa,The Democratic Union of Uinted Communist of Africa,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=infidel_state,The Red Deruuu Vassal of Infidel State,Democratic Socialists,Very Good,Frightening,Some
nation=saiwania,The Nation of Saiwania,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=a_baddon,The Armed Republic of A baddon,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=the_astral_eternals,The Most Serene Republic of The Astral Eternals,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=mirahge,The Desert People of Mirahge,Inoffensive Centrist Democracy,Average,Frightening,Average
nation=ryanasic,The Empire of Ryanasic,Authoritarian Democracy,Rare,Frightening,Below Average
nation=the_misconception,The Republic of The Misconception,Left-wing Utopia,Superb,Frightening,Superb
Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=saiwania,The Nation of Saiwania,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=a_baddon,The Armed Republic of A baddon,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=the_astral_eternals,The Most Serene Republic of The Astral Eternals,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=mirahge,The Desert People of Mirahge,Inoffensive Centrist Democracy,Average,Frightening,Average
nation=ryanasic,The Empire of Ryanasic,Authoritarian Democracy,Rare,Frightening,Below Average
nation=the_misconception,The Republic of The Misconception,Left-wing Utopia,Superb,Frightening,Superb
nation=ruinenlust,The April Showers of Ruinenlust,Civil Rights Lovefest,Excessive,All-Consuming,Excessive
nation=sarotte,The Queendom of Sarotte,Liberal Democratic Socialists,Excellent,Powerhouse,Superb
nation=tibetan_buddhism,The Enlightened Followers of Tibetan Buddhism,Democratic Socialists,Below Average,Frightening,Average
nation=omnistria,The Epic Revolution of Omnistria,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=ten_empires,The Alliance of Ten Empires,Democratic Socialists,Excellent,Frightening,Excellent
nation=silver_minner,The Empire of Silver Minner,Father Knows Best State,Some,Frightening,Unheard Of
nation=palsada,The Kingdom of Palsada,New York Times Democracy,Good,Frightening,Superb
nation=gretial,The People's Community of Gretial,Democratic Socialists,Excellent,Frightening,Excellent
nation=veksar,The Empire of Veksar,New York Times Democracy,Excellent,Frightening,Superb
nation=mathematania,The People's Ambient Technocracy of Mathematania,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=samudera,The Islands of Samudera,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=captiotia,The Summatory Socialist Republic of Captiotia,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=main_nation_ministry,The Dictatorship of Main Nation Ministry,Moralistic Democracy,Some,Frightening,Some
nation=scottrick,The Doohanity of Scottrick,Civil Rights Lovefest,Frightening,Frightening,Widely Abused
nation=united_provinces_of_atlantica,The Most Serene Jarldom of United Provinces of Atlantica,Left-wing Utopia,Superb,Frightening,Superb
nation=provident_nation,The Imperial Commonwealth of Provident Nation,Left-wing Utopia,Superb,Frightening,Excellent
nation=kahootology,The Correct Answers of Kahootology,Left-wing Utopia,Excessive,Frightening,Superb
nation=basra,The Communist Territory of Basra,New York Times Democracy,Average,Frightening,Superb
nation=mes,The National-Sonacist Empire of Mes,Democratic Socialists,Below Average,Frightening,Average
nation=demmania,The Great Country of Demmania,Left-Leaning College State,Excellent,Frightening,Excellent
nation=arkayn_stretenby,The Dominion of Arkayn Stretenby,Civil Rights Lovefest,Superb,Frightening,Superb
nation=general_mike,The Grand Holy Imperial Empire of General Mike,Psychotic Dictatorship,Few,Frightening,Few
nation=neonymphonia,The Sympathic Syneidocracy of Neonymphonia,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=testa,The Republic of Testa,Left-wing Utopia,Excellent,Frightening,Superb
nation=ancient_free_and_accepted_masons,The Archduchy and Electorate of Ancient Free and Accepted Masons,Left-Leaning College State,World Benchmark,Frightening,Excellent
nation=pogaria,The Holy Empire of Pogaria,Democratic Socialists,Excellent,Developing,Excellent
nation=the_windmilluminati,The Empire of The Windmilluminati,Left-Leaning College State,Superb,Frightening,Excellent
nation=gracieland,The Free Association of Gracieland,Scandinavian Liberal Paradise,Superb,Imploded,Good
nation=nuevo_meshiko,The Grand Socialist Federation of Nuevo Meshiko,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=grantine,The Philosopher Kingdom of Grantine,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=serevee,The Community of Serevee,Left-Leaning College State,Excessive,Frightening,Very Good
nation=canadian_davsland,The Socialist Republic of Canadian Davsland,Civil Rights Lovefest,Excessive,Frightening,World Benchmark
nation=beriwen,The Empire of Beriwen,Democratic Socialists,Very Good,Frightening,Very Good
nation=respublica_veneta,The Modern Consulship of Respublica Veneta,Left-wing Utopia,Superb,Frightening,Superb
nation=cecilly,The Queendom of Cecilly,Left-Leaning College State,Excellent,Frightening,Excellent
nation=innato,The Matriarchy of Innato,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=scandinavian_stockholm,The Socialist Republic of Scandinavian Stockholm,Democratic Socialists,Average,Frightening,Some
nation=pot_smoke,The Mind Altering Effects of Pot Smoke,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=bienenhalde,The Principality of Bienenhalde,Democratic Socialists,Some,Frightening,Few
nation=the_yahya,The Holy Empire of The Yahya,Liberal Democratic Socialists,Some,Frightening,Excellent
nation=gustpolvich,The Socialist Utopia of Gustpolvich,Democratic Socialists,Excellent,Frightening,Excellent
nation=outer_verron_swicia_islands,The Environmentalist Commune of Outer Verron Swicia Islands,Left-wing Utopia,Frightening,Frightening,Superb
nation=byzantine_secundus,The Hidden Nation of Byzantine Secundus,Civil Rights Lovefest,Superb,Frightening,Excessive
nation=demotek,The Eco-communalist Democracy of Demotek,Left-Leaning College State,Superb,Frightening,Excellent
nation=socialist_tigray,The People's Republic of Socialist Tigray,Left-wing Utopia,Superb,Frightening,Superb
nation=adorable_kittens,The Meadows of Adorable Kittens,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=maplestan,The Federal Republic of Maplestan,Civil Rights Lovefest,Excellent,Frightening,Excessive
nation=jaksmouth,The Tyu of Jaksmouth,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=praeceps,The Hoppy of Praeceps,Democratic Socialists,Excellent,Frightening,Very Good
nation=faldawi,The Economic Vortex of Faldawi,Democratic Socialists,Very Good,Frightening,Average
nation=meriden,The Republic of Meriden,Left-wing Utopia,Superb,Frightening,Excellent
nation=gender_rolls,The Bakery of Gender rolls,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=the_necrontyr,The Eternal Empire of The Necrontyr,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=aspenyana,The Kingdom of Aspenyana,Democratic Socialists,Some,Frightening,Excellent
nation=zwangzug,The Loquacious Lipograms of Zwangzug,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=koaland,The Environmental Republic of Koaland,Democratic Socialists,Good,Developing,Very Good
nation=supersloth,The United Socialist States of Supersloth,Scandinavian Liberal Paradise,Superb,Fair,Excellent
nation=laevendell,The Green Communes of Laevendell,Left-wing Utopia,Superb,Frightening,Excessive
nation=new_lakemba,The Commonwealth of New Lakemba,Left-wing Utopia,Superb,Frightening,Superb
nation=all_are_equal,The Democratic Republic of All are Equal,Democratic Socialists,Very Good,Frightening,Good
nation=ashenov,The Socialist Federal Republic of Ashenov,Left-wing Utopia,Excessive,Frightening,Excessive
nation=flandarz,The True Divine Empire of Flandarz,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=ganiax,The Empire of Ganiax,Father Knows Best State,Excellent,All-Consuming,Few
nation=ax_anax,The Mobile Airship Fleet of Ax Anax,Democratic Socialists,Very Good,Imploded,Average
nation=united_states_of_vietnam,The Commonwealth of United States of Vietnam,Left-wing Utopia,Frightening,Frightening,Excessive
nation=blaist_blaland,The Socialist Union of Blaist Blaland,Left-wing Utopia,Superb,Frightening,Superb
nation=wrapper,The Puddle Jumping Wads of Wrapper,New York Times Democracy,Good,Frightening,Excellent
nation=octoid,The Republic of Octoid,Democratic Socialists,Very Good,Frightening,Excellent
nation=rayo_de_sol,The Most Serene Republic of Rayo de Sol,Left-Leaning College State,World Benchmark,All-Consuming,Very Good
nation=sygma,The Catgirl Refuge of Sygma,Left-Leaning College State,Excellent,Frightening,Very Good
nation=armsgrad,The Republic of Armsgrad,Father Knows Best State,Excellent,Frightening,Rare
nation=genbu_kaiden,The Archipelago of Genbu Kaiden,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=topazia,The Dominion of Topazia,Corrupt Dictatorship,Below Average,Frightening,Few
nation=rekasneg,The Power and Glory of Rekasneg,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=kanoria,The Anti-essentialist Disorder of Kanoria,Left-wing Utopia,Superb,Frightening,Excellent
nation=axria,The Dominion of Axria,Civil Rights Lovefest,Superb,Frightening,Superb
nation=yahlia,The Lest We Forget of Yahlia,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=athainia,The Illustrious Autocracy of Athainia,Father Knows Best State,Average,Frightening,Outlawed
nation=llorens,The Red and Gold Republic of Llorens,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=equa_lib,The Classless Free Land of Equa Lib,Left-wing Utopia,World Benchmark,Frightening,Widely Abused
nation=stratovar,The United Federative Republic of Stratovar,Left-wing Utopia,Superb,Frightening,Superb
nation=vilouki,The Socialist Republics of Vilouki,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=federation_of_the_astral_plane,The Federal Republic of Federation of the Astral Plane,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=horde,The Goblins of Horde,New York Times Democracy,Below Average,Frightening,Corrupted
nation=lakarian,The Galactic Federation of Lakarian,Father Knows Best State,Good,Frightening,Few
nation=wacman,The Republic of Wacman,Left-Leaning College State,Superb,Frightening,Good
nation=spooky_orion_bowshock,The Sleepy Orion Beary Way of Spooky Orion Bowshock,Corrupt Dictatorship,Some,Frightening,Rare
nation=hippies,The Psychedelic Community of Hippies,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=vorela,The Dominion of Vorela,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=angakluk,The Free Land of Angakluk,Scandinavian Liberal Paradise,Superb,Weak,Excellent
nation=potatodom,The Junglist Robot Republic of Potatodom,Left-wing Utopia,Superb,Very Strong,Superb
nation=sennianus,The State of Sennianus,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=cannibaland,The Tree State of Cannibaland,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=ahsca,The United Island States of AHSCA,Father Knows Best State,Good,Frightening,Few
nation=benthamania,The Democratic Republic of Benthamania,Civil Rights Lovefest,Superb,Frightening,Superb
nation=portland,The People's Republic of Portland,Scandinavian Liberal Paradise,Excellent,All-Consuming,Good
nation=anozia,The Virtual Reality of Anozia,Democratic Socialists,Below Average,Frightening,Below Average
nation=sprose,The Queendom of Sprose,Scandinavian Liberal Paradise,Superb,Frightening,Some
nation=jontopiary,The Uncompromising Decisions of Jontopiary,Democratic Socialists,Below Average,Frightening,Average
nation=ambry,The Island of Ambry,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=ruzonia,The Democratic Republic of Ruzonia,Left-Leaning College State,Superb,Frightening,Good
nation=kyldellian_gervil,The Third Social Alliance of Kyldellian Gervil,Democratic Socialists,Below Average,Frightening,Very Good
nation=shwe_tu_colony,The Actually we're World Machine of Shwe Tu Colony,Left-Leaning College State,Excellent,Frightening,Excellent
nation=canis_rex,The United Soviet States of Canis Rex,Democratic Socialists,Excellent,Frightening,Very Good
nation=jamesburgh,The Constitutional Monarchy of Jamesburgh,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=new_gilboa,The Royal Kingdom of New Gilboa,Civil Rights Lovefest,Superb,Frightening,Superb
nation=chasinglola,The Holy Red Zombie Excellence of ChasingLola,Left-Leaning College State,Superb,Frightening,Excellent
nation=gandhiana,The Holy Republic of Gandhiana,Psychotic Dictatorship,Outlawed,Reasonable,Outlawed
nation=reskellia,The Dominion of Reskellia,Democratic Socialists,Below Average,Frightening,Few
nation=absolutus,The People's Socialist Republic of Absolutus,Democratic Socialists,Very Good,Frightening,Good
nation=the_sinclarian_provinces,The United Socialist Republic of The Sinclarian Provinces,Libertarian Police State,Superb,Frightening,Rare
nation=ecchi_unlimited,The Free Land of Ecchi Unlimited,Psychotic Dictatorship,Rare,All-Consuming,Few
nation=cypheri,The Republic of Cypheri,Scandinavian Liberal Paradise,Excellent,Frightening,Below Average
nation=fieristan,The Kingdom of Fieristan,Democratic Socialists,Average,Frightening,Below Average
nation=torregal,The Pagan Commune of Torregal,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=roendavar,The Utopian Kingdom of the Union of Roendavar,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=alice_gardens,The Transhumanist Dominion of Alice Gardens,Democratic Socialists,Excellent,Frightening,Very Good
nation=new_chilokver,The Lucky of New Chilokver,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=katkasistan,The Democratic States of Katkasistan,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=finntown,The Fenno-Ugrian Front of Finntown,Left-wing Utopia,Excellent,Frightening,Excellent
nation=the_asylum_manager,The Lush forest-moon of The Asylum Manager,Left-wing Utopia,Superb,Frightening,Excellent
nation=seno_zhou_varada,The Socialist Local Democracy of Seno Zhou Varada,Left-wing Utopia,Frightening,Frightening,Superb
nation=the_peoples_place_of_living,The Loosely Affiliated Cities of The Peoples Place of Living,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=wolfenlandom,The Honorable Reclusive Kingdom of Wolfenlandom,Father Knows Best State,Average,Frightening,Rare
nation=avios,The Empire of Avios,New York Times Democracy,Very Good,Frightening,World Benchmark
nation=pasong_tirad,The Basic Ecclesial Communities of Pasong Tirad,Left-wing Utopia,Superb,Developing,Excellent
nation=lompe_steen_haha,The Lovebombs you came to expect of Lompe Steen HAHA,Inoffensive Centrist Democracy,Good,Imploded,Very Good
nation=eloren,The Wilderness of Eloren,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=platinia,The Dominion of Platinia,Corrupt Dictatorship,Below Average,Frightening,Few
nation=slys_paws,The Scritchy Furpile of Slys Paws,Scandinavian Liberal Paradise,Excellent,Developing,Excellent
nation=the_english_regions,The United Departments of The English Regions,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=innovatis,The Federation of Innovatis,Left-Leaning College State,Superb,Frightening,Very Good
nation=kylarnatia,The Ancient Empire of Kylarnatia,Left-Leaning College State,Excessive,Frightening,Good
nation=kwabena_kingdom,The New Constitutional Monarchy of Kwabena Kingdom,Democratic Socialists,Excellent,Frightening,Excellent
nation=arodynia,The Republic of Arodynia,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=karolosia,The Holy Empire of Karolosia,Authoritarian Democracy,Outlawed,Frightening,Average
nation=normanjackson,The Spiritual Community of NormanJackson,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=nimros,The Republic of Nimros,Democratic Socialists,Very Good,Frightening,Average
nation=gryfin,The Holy Institution of Gryfin,Civil Rights Lovefest,Frightening,Imploded,World Benchmark
nation=vulga,The Proletarian Soviet Republic of Vulga,Left-wing Utopia,Frightening,Frightening,Superb
nation=refugee_arks,The Motley Crew's Baroque Voyage of Refugee Arks,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=slavonia_and_srijem,The European Union of Slavonia and Srijem,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=walled_city,The Empire of Walled City,Democratic Socialists,Very Good,Imploded,Good
nation=reformed_algebra,The Oppressed Peoples of Reformed Algebra,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=falvaard,The Vinlandic Republic of Falvaard,Left-Leaning College State,Superb,Frightening,Excellent
nation=huelistan,The Confederation of Republics of Huelistan,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=corycia,The Gaian Paradise of Corycia,Left-wing Utopia,Superb,Basket Case,World Benchmark
nation=wheysal,The Divine Czardom of Wheysal,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=nuovoiork,The Repubblica of Nuovoiork,Civil Rights Lovefest,Superb,Frightening,Superb
nation=slam-er,The Mildly Oppressive Republic of SLAM-ER,Civil Rights Lovefest,Excellent,Frightening,Excellent
nation=ahblahblah,The Principality of Ahblahblah,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=the_therians,The Universal State of The Therians,Left-wing Utopia,Excellent,Frightening,Excellent
nation=armley,The People's Republic of Armley,Left-Leaning College State,Superb,Frightening,Excellent
nation=iguanarctica,The PS2 Puppet of Iguanarctica,New York Times Democracy,Very Good,Frightening,Superb
nation=the_greater_tokyo_area,The Japanese Empire of The Greater Tokyo Area,Inoffensive Centrist Democracy,Average,Frightening,Some
nation=yeldan_nature_preserve,The Pristine Wilderness of Yeldan Nature Preserve,Democratic Socialists,Average,Imploded,Good
nation=information_fountains,The Most Serene Republic of Information Fountains,Left-wing Utopia,Superb,Powerhouse,Superb
nation=stevronian_union,The Flebeist Colony of Stevronian Union,Democratic Socialists,Some,Frightening,Below Average
nation=theranis_iii,The Empire of Theranis III,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=feu_de_glace,The Queen Of the Waltz of Feu de Glace,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=margrasio,The Queendom of Margrasio,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=nitiy,The Holy Queendom of Nitiy,Tyranny by Majority,Unheard Of,All-Consuming,Excellent
nation=sevinland,The Utopian Republic of Sevinland,Civil Rights Lovefest,Excessive,Frightening,World Benchmark
nation=schillikia,The Socialist Federal Republic of Schillikia,Civil Rights Lovefest,Superb,Frightening,Superb
nation=wiranath,The People's Republic of Wiranath,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=demonus_requiem,The Shadow State of Demonus Requiem,Left-Leaning College State,Superb,Frightening,Excellent
nation=celtayoshi,The Allied States of Celtayoshi,Democratic Socialists,Very Good,Frightening,Average
nation=wopruthien,The Epic collecting nation of Wopruthien,Democratic Socialists,Very Good,Frightening,Excellent
nation=domitias,The Queendom of Domitias,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=brabodos,The Great Nation of Brabodos,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=the_dunwich_dominion,The Esoteric Armed Forces of The Dunwich Dominion,Left-Leaning College State,Superb,Frightening,Good
nation=xposfera,The Translucent Utopia of Xposfera,Left-wing Utopia,Excessive,Frightening,Corrupted
nation=platonalandopolis,The Kingdom of Platonalandopolis,Corrupt Dictatorship,Average,Frightening,Unheard Of
nation=papabellum,The Matriarchy of PapaBellum,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=rosenesse,The United Kingdom of Rosenesse,Left-wing Utopia,Superb,Frightening,Superb
nation=miradya_federation,The Name Change in 5-ish months of Miradya Federation,Inoffensive Centrist Democracy,Excellent,Good,Good
nation=wijaya_arama_hayuning_kuncaraningrat,The Praja Bawana Cantya Windraya of Wijaya Arama Hayuning Kuncaraningrat,Democratic Socialists,Very Good,Frightening,Excellent
nation=tomie,The Funhouse of Terror of Tomie,Father Knows Best State,Below Average,Frightening,Rare
nation=liliumtopia,The Gay Socialist Republic of Liliumtopia,Left-wing Utopia,World Benchmark,Frightening,Excellent
nation=ko-oren,The Halcyon Islands of Ko-oren,Democratic Socialists,Average,Frightening,Average
nation=mission_trails_regional_park,The Environment of Mission Trails Regional Park,Inoffensive Centrist Democracy,Very Good,Frightening,Good
nation=goldenmouth,The Hateful Aberration of Goldenmouth,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=aggro,The Ten Thousand Dharma Gates of Aggro,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=sombrassino,The Eternal Peoples Commonwealth of Sombrassino,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=mystery7,The Empire of Mystery7,Democratic Socialists,Below Average,Frightening,Average
nation=arrivederci,The Illusory Spectre of Arrivederci,Civil Rights Lovefest,Frightening,Frightening,World Benchmark
nation=belarum,The Federal Republic of Belarum,Left-wing Utopia,Superb,Frightening,Excellent
nation=sapphiria,The Dominion of Sapphiria,Corrupt Dictatorship,Some,Frightening,Few
nation=new_jamiea,The Quokka Isles And Republic of New Jamiea,New York Times Democracy,Excellent,Frightening,Superb
nation=alphacon,The Most Serene Republic of Alphacon,Democratic Socialists,Good,Frightening,Good
nation=yuletide_yggdrasil,The Generous Roots of Yuletide Yggdrasil,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=voxum_mortalum,The Order of Voxum Mortalum,Civil Rights Lovefest,Superb,Frightening,Superb
nation=blancovia,The Dominion of Blancovia,Iron Fist Consumerists,Few,Frightening,Rare
nation=itanland,The Republic of Itanland,New York Times Democracy,Very Good,Frightening,Excellent
nation=kwaj,The Honorable Republic of Kwaj,Left-wing Utopia,Superb,Frightening,Superb
nation=heloin,The Interstellar Warship of Heloin,Democratic Socialists,Very Good,Frightening,Average
nation=the_most_freedom_ever,The Please Endorse Lushie of The Most Freedom Ever,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=bohomo,The Vacation Mode of Bohomo,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=lakanaba,The Council Chambers of Lakanaba,Left-Leaning College State,Superb,Frightening,Good
nation=tyrassueb,The Principality of Tyrassueb,Left-wing Utopia,Excellent,Frightening,Excellent
nation=the_republic_of_invictus,The Democratic Republic of The Republic of Invictus,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=poopsancagizal,The Four Suyus of of Poopsancagizal,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=the_blakeley_isles,The Kingdom of The Blakeley Isles,Libertarian Police State,Excellent,Frightening,Few
nation=the_glorious_union_of_soviet_republics,The Supreme United Socialists of The Glorious Union of Soviet Republics,Left-wing Utopia,Superb,Frightening,Superb
nation=varayusha,The People's Republic of Varayusha,Democratic Socialists,Some,Frightening,Average
nation=new_amalgam,The Dominion of New Amalgam,Inoffensive Centrist Democracy,Below Average,Frightening,Good
nation=the_floodcity,The Pirates of The Floodcity,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=new_avalbane,The Kingdom of New Avalbane,Psychotic Dictatorship,Some,Frightening,Outlawed
nation=fallen_apples,The Republic of Fallen Apples,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=southern_numenor,The Republic of Southern Numenor,Left-wing Utopia,Superb,Frightening,Superb
nation=feladria,The Harmony of Feladria,Left-wing Utopia,World Benchmark,Frightening,Excellent
nation=minsoterin,The Republic of Minsoterin,Corrupt Dictatorship,Good,Frightening,Few
nation=united_technocratia,The Collectivist Empire of United Technocratia,Democratic Socialists,Excellent,Frightening,Average
nation=the_double_wing,The Contrarian Country of The Double Wing,Inoffensive Centrist Democracy,Very Good,Frightening,Few
nation=corp_nations,The Empire of Corp Nations,Left-Leaning College State,Superb,Frightening,Excellent
nation=merni,The Democracy of Merni,Democratic Socialists,Average,Very Strong,Average
nation=meulmania,The Imperial Protectorate of Meulmania,Inoffensive Centrist Democracy,Average,Frightening,Average
nation=orzwelz,The Kingdom of Orzwelz,Democratic Socialists,Good,Developing,Very Good
nation=death_valley_national_park,The Environment of Death Valley National Park,Inoffensive Centrist Democracy,Below Average,Frightening,Some
nation=thaipursia,The Republic of Thaipursia,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=kallipygistan,The Community of Kallipygistan,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=sindria,The Strawberry Empire of Sindria,Democratic Socialists,Excellent,Frightening,Very Good
nation=picuros,The Socialist People's Republic of Picuros,Left-wing Utopia,Frightening,Frightening,Corrupted
nation=furryz,The Green Kingdom of Furryz,Inoffensive Centrist Democracy,Average,Frightening,Some
nation=thepeopl,The Draconian tribe of Thepeopl,Democratic Socialists,Good,Frightening,Some
nation=headpat_central,The Compassionate Republic of Headpat Central,Left-wing Utopia,Excellent,Frightening,Superb
nation=wanabe,The Federation of Wanabe,Democratic Socialists,Very Good,Frightening,Below Average
nation=the_university_project,The Experimental Technocracy of The University Project,Corrupt Dictatorship,Very Good,Frightening,Unheard Of
nation=socialist_states_of_east_antarctica,The Union of Socialist States of East Antarctica,Left-wing Utopia,Superb,Frightening,Superb
nation=refuge_isle,The Fanciful Tales of Refuge Isle,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=a_slanted_black_stripe,The 894 Billion Cured of A Slanted Black Stripe,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=northern_wood,The Hushed Shade of Northern Wood,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=the_almighty_lenny,The Prophecy of The Almighty Lenny,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=port_starboard,The Commonwealth of Port Starboard,Left-wing Utopia,Superb,Frightening,Superb
nation=ashrah,The Holy Green Woods of Ashrah,Left-wing Utopia,Superb,Frightening,Excellent
nation=zevistan,The Radical Matriarchy of Zevistan,Mother Knows Best State,Some,Good,Few
