nation=aztecopia,The Futuristic Socialist Society of Aztecopia,New York Times Democracy,Very Good,Frightening,Superb
nation=kalmykhia,The Federated Communes of Kalmykhia,Corrupt Dictatorship,Average,Frightening,Rare
nation=united_states_of_americanas,The Democratic Society of United States of Americanas,Left-wing Utopia,Superb,Frightening,Superb
nation=socialist_columbia,The Commonwealth of Socialist Columbia,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=republica_de_sasha,The Island of Republica de Sasha,Left-wing Utopia,World Benchmark,Frightening,Corrupted
nation=puerto_pollo,The Bruuman Protectorate of Puerto Pollo,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=project_505,The National Redemption Front of Project 505,Democratic Socialists,Very Good,Frightening,Below Average
nation=new_camelot_of_avalonia,The Imperial Welfare Union of New Camelot of Avalonia,Left-wing Utopia,Excessive,Frightening,Excessive
nation=complexo,The Numerical Set of Complexo,Democratic Socialists,Excellent,Frightening,Very Good
nation=fortune1,The Nak Nakian WA Embassy of Fortune1,Civil Rights Lovefest,Superb,Reasonable,Excellent
nation=emporer_pudu,The Pantokratic Dominate of Emporer Pudu,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=codeian,The Socialist Union of Codeian,Father Knows Best State,Some,Frightening,Rare
nation=the_unified_missourtama_states,The Unified Missourtama States of The Unified Missourtama States,Democratic Socialists,Some,Frightening,Below Average
nation=sinlenian_zindujan,The People's Socialist Republic of Sinlenian Zindujan,Democratic Socialists,Excellent,Frightening,Average
nation=isabella_hime,The Shiny Hoarders of Isabella Hime,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=discgolfland,The Smokin Green Land of DiscGolfLand,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=vodka_loving_slavs,The Proletariat Horde of Vodka Loving Slavs,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=israeli_airstrikes,The Oppressive Oppressors of Israeli Airstrikes,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=testa,The Republic of Testa,Left-wing Utopia,Excellent,Frightening,Superb
nation=finntown,The Fenno-Ugrian Front of Finntown,Left-wing Utopia,Excellent,Frightening,Excellent
nation=the_kingdom_of_robo,The Shiny Happy People of The Kingdom of RobO,Scandinavian Liberal Paradise,World Benchmark,Frightening,Very Good
nation=the_asylum_manager,The Lush forest-moon of The Asylum Manager,Left-wing Utopia,Superb,Frightening,Excellent
nation=preserved_lenin,The Infinitely Holy Glass Case of Preserved Lenin,Psychotic Dictatorship,Outlawed,Struggling,Outlawed
nation=ayanka,The People's Republic of Ayanka,Iron Fist Socialists,Excellent,Frightening,Rare
nation=she_cront,The Matriarchy of She Cront,Authoritarian Democracy,Some,Frightening,Below Average
nation=seisan,The People's Empire of Seisan,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=frazikstan,The Frozen Democratic Republic of Frazikstan,Iron Fist Consumerists,Rare,Strong,Few
nation=anthil,The Democratic Republic of Anthil,Scandinavian Liberal Paradise,Superb,Developing,Excellent
nation=united_states_of_buffaloia,The Glorious Nation of United States of Buffaloia,Left-Leaning College State,Superb,Frightening,Below Average
nation=elysium_of_light,The Holy Empire of Elysium of Light,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=lenavo,The United Socialist States of Lenavo,Liberal Democratic Socialists,Excellent,Powerhouse,Superb
nation=leviathenn,The Soviet Federation of Leviathenn,Democratic Socialists,Below Average,Frightening,Average
nation=ashrah,The Holy Green Woods of Ashrah,Left-wing Utopia,Superb,Frightening,Excellent
nation=waldmenschen,The Comuna of Waldmenschen,Left-wing Utopia,World Benchmark,Frightening,Excellent
nation=kinkerland,The Swordsman's State of Kinkerland,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=koboldonesia,The Holy Empire of Koboldonesia,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=democratic_koyro,The State of Democratic Koyro,Iron Fist Consumerists,Unheard Of,Strong,Unheard Of
nation=half-milers,The Classy Realm of Half-Milers,Civil Rights Lovefest,Frightening,Frightening,Widely Abused
nation=neonymphonia,The Sympathic Syneidocracy of Neonymphonia,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=vilouki,The Socialist Republics of Vilouki,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=world_anarchic_union,The Revolutionary Communes of World Anarchic Union,Left-wing Utopia,Superb,All-Consuming,World Benchmark
nation=slattsenw,The Federal States of Slattsenw,Iron Fist Consumerists,Few,Frightening,Rare
nation=new_prague_workers_republic,The Socialist City-State of New Prague Workers Republic,Left-wing Utopia,Superb,Frightening,Superb
nation=tennis_botha,The Protectorate of Tennis Botha,Liberal Democratic Socialists,Excellent,Frightening,Excessive
nation=grantine,The Philosopher Kingdom of Grantine,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=mazdakistan,The Red Republic of Mazdakistan,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=levuka,The Republic of Levuka,Civil Rights Lovefest,Superb,Frightening,Widely Abused
nation=jrvakiim,The Knights Confederation of Jrvakiim,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=the_imperium_collectives,The Northern Lordships and Isles of The Imperium Collectives,Psychotic Dictatorship,Some,Frightening,Rare
nation=madokaland,The Magical Girl Warrior State of Madokaland,Left-wing Utopia,Superb,All-Consuming,Superb
nation=linnosa,The Galactic Commonwealth of Linnosa,Left-wing Utopia,Superb,All-Consuming,Superb
nation=alphacon,The Most Serene Republic of Alphacon,Democratic Socialists,Good,Frightening,Good
nation=the_nude_beach,The Sunbathers of The Nude Beach,Liberal Democratic Socialists,Good,Frightening,Superb
nation=the_sea_pig,The United Republic of The Sea Pig,Democratic Socialists,Very Good,Frightening,Excellent
nation=last_outer_heaven,The United Socialist States of Last Outer Heaven,Left-wing Utopia,Excellent,Frightening,Superb
nation=treskovia,The Imperial Republic of Treskovia,Civil Rights Lovefest,Superb,Frightening,Superb
nation=athainia,The Illustrious Autocracy of Athainia,Father Knows Best State,Average,Frightening,Outlawed
nation=caessan,The People's Magical Empire of Caessan,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=chianski,The People's Republic of Chianski,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=herya,The Empire of Herya,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=slavonia_and_srijem,The European Union of Slavonia and Srijem,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=greater_cape,The Republic of Greater Cape,Liberal Democratic Socialists,Very Good,Frightening,Widely Abused
nation=mistillania,The Democratic States of Mistillania,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=asinland,The Great Empire of Asinland,Iron Fist Socialists,Superb,Frightening,Rare
nation=the_new_nordic_union,The Democratic Socialist Union of The New Nordic Union,Left-wing Utopia,Superb,Frightening,Superb
nation=rosenesse,The United Kingdom of Rosenesse,Left-wing Utopia,Superb,Frightening,Superb
nation=theorin,The Dracocracy of Theorin,New York Times Democracy,Average,Frightening,Excellent
nation=the_cheese_land,The Holy Dictatorship of The Cheese Land,Corrupt Dictatorship,Average,Frightening,Unheard Of
nation=valourium,The Proletarian Union of Valourium,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=all_are_equal,The Democratic Republic of All are Equal,Democratic Socialists,Very Good,Frightening,Good
nation=the_real_matrix,The Little Brotherhood of The Real Matrix,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=iontan,The United Islands of Iontan,Left-wing Utopia,Superb,Frightening,Excellent
nation=pacisilea,The Social Democracy of Pacisilea,Democratic Socialists,Very Good,Frightening,Below Average
nation=mikanjima,The Republic of Dalandanesia of Mikanjima,Father Knows Best State,Some,Frightening,Rare
nation=socialist_states_of_east_antarctica,The Union of Socialist States of East Antarctica,Left-wing Utopia,Superb,Frightening,Superb
nation=nuevo_meshiko,The Grand Socialist Federation of Nuevo Meshiko,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=port_starboard,The Commonwealth of Port Starboard,Left-wing Utopia,Superb,Frightening,Superb
nation=cenotaph,The Community of Cenotaph,Left-wing Utopia,Superb,Frightening,Superb
nation=czechelslovikivokistan,The Potato's Republic of Czechelslovikivokistan,Left-Leaning College State,Superb,Frightening,Very Good
nation=mexican_communists,The People's Republic of Mexican Communists,Inoffensive Centrist Democracy,Some,Frightening,Some
nation=aggro,The Ten Thousand Dharma Gates of Aggro,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=saganye,The Oil Painted Joy of Saganye,Democratic Socialists,Excellent,Frightening,Excellent
nation=nikaria,The People's Republic of Nikaria,Authoritarian Democracy,Rare,Frightening,Some
nation=everyton,The Cosmopolis of Everyton,New York Times Democracy,Very Good,All-Consuming,Superb
nation=west_green_israel,The Federal Republic of West green Israel,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=infidel_state,The Red Deruuu Vassal of Infidel State,Democratic Socialists,Very Good,Frightening,Some
nation=basementees,The Burman Kakistocracy of Basementees,Democratic Socialists,Very Good,Frightening,Average
nation=ceni,The Republic of Ceni,Left-wing Utopia,Superb,Very Strong,Excessive
nation=magloire,The Socialist Democracy of Magloire,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=dialectical_metarealism,The Libertarian Marxist Dharma of Dialectical metaRealism,Left-wing Utopia,Frightening,Frightening,World Benchmark
nation=phantala,The United States of Phantala,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=foxxytalia,The Technocratic Socialist State of FoXXyTalia,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=effazio,The Republic of Effazio,Civil Rights Lovefest,Superb,Frightening,Superb
nation=dazpolia,The Holy Empire of Dazpolia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=sombrassino,The Eternal Peoples Commonwealth of Sombrassino,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=demmania,The Great Country of Demmania,Left-Leaning College State,Excellent,Frightening,Excellent
nation=vetelo,The Dear Leader of Vetelo,Corrupt Dictatorship,Excellent,Frightening,Few
nation=kwabena_kingdom,The New Constitutional Monarchy of Kwabena Kingdom,Democratic Socialists,Excellent,Frightening,Excellent
nation=t-34,The United Socialist States of T-34,Liberal Democratic Socialists,Very Good,Powerhouse,Excellent
nation=verum_honestas,The United Republic of Verum Honestas,Democratic Socialists,Good,Powerhouse,Some
nation=gamhound,The United Provinces of Gamhound,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=leirkra,The People's Monarchy of Leirkra,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=ahma,The Forgotten State of Ahma,Civil Rights Lovefest,Frightening,Frightening,Corrupted
nation=the_therians,The Universal State of The Therians,Left-wing Utopia,Excellent,Frightening,Excellent
nation=maginian,The Barbaric Tribe of Maginian,Psychotic Dictatorship,Rare,All-Consuming,Rare
nation=astrum_nigrum,The Free Territory of Astrum Nigrum,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=sandingrad,The United Socialist States of Sandingrad,Psychotic Dictatorship,Unheard Of,Reasonable,Rare
nation=philjia,The Republic of Philjia,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=sasten,The United Kingdom of Sasten,Scandinavian Liberal Paradise,Superb,Frightening,Some
nation=freddorville,The Jingoistic States of Freddorville,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=kyldellian_skyland,The Third Social Alliance of Kyldellian Skyland,Democratic Socialists,Average,Frightening,Very Good
nation=tvill,The Greater Doluman Empire of Tvill,Iron Fist Consumerists,Few,Frightening,Few
nation=singapore_no2,The UD Parliamentary Republic of Singapore no2,Democratic Socialists,Some,Frightening,Few
nation=union_of_lesser_soviet_republics,The Democratic Socialist States of Union of Lesser Soviet Republics,Inoffensive Centrist Democracy,Excellent,Frightening,Average
nation=the_khaos_empier,The Psychotic peoples of The Khaos Empier,Corrupt Dictatorship,Some,Frightening,Few
nation=leto_atreides,The Empire of Leto Atreides,Father Knows Best State,Below Average,Good,Few
nation=wrapper,The Puddle Jumping Wads of Wrapper,New York Times Democracy,Good,Frightening,Excellent
nation=the_commune_of_meddle,The Free Socialist People of The Commune of Meddle,Democratic Socialists,Average,Strong,Good
nation=the_papal_federation,The Catholic Republic of The Papal Federation,Liberal Democratic Socialists,Below Average,Frightening,Superb
nation=liliumtopia,The Gay Socialist Republic of Liliumtopia,Left-wing Utopia,World Benchmark,Frightening,Excellent
nation=stamkhad,The Free City of Stamkhad,Democratic Socialists,Good,Good,Very Good
nation=diplomatic_territories,The East Asian Commune of Diplomatic Territories,Left-wing Utopia,Frightening,Frightening,Excessive
nation=independent_planets,The Concordium of Independent Planets,Democratic Socialists,Very Good,Frightening,Good
nation=oatopia,The Banana Republic of Oatopia,Left-wing Utopia,Superb,Frightening,Excessive
nation=the_onigiri_enclave,The Holy Empire of The Onigiri Enclave,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=holy_oranz,The Ecclesiocracy of Holy Oranz,Left-wing Utopia,Frightening,Frightening,Superb
nation=polkopia,The Allied States of Polkopia,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=the_reverends,The Communist Theocracy of The Reverends,Authoritarian Democracy,Few,Frightening,Good
nation=ubiquistania,The Allied Green and Red States of Ubiquistania,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=nonennea,The Nine United States of Nonennea,Iron Fist Consumerists,Few,Frightening,Rare
nation=sharpanistan,The Common Sense Republic of Sharpanistan,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=estea,The Queendom of Estea,Democratic Socialists,Very Good,Frightening,Good
nation=ism,The Holy Covenant of Ism,Left-Leaning College State,Superb,Frightening,Below Average
nation=steenia,The Environmental Protectorate of Steenia,Scandinavian Liberal Paradise,Excellent,Weak,Excellent
nation=country_197,The Unknown Sovereign State of Country 197,Left-wing Utopia,Excellent,Frightening,Superb
nation=east_and_west_lynn,The Allied States of East and West Lynn,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=the_lleft_lands,The Liberal Communist Collective of The Lleft Lands,Democratic Socialists,Excellent,Frightening,Below Average
nation=north_cross,The White Crowned Boreal Lights of North Cross,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=gest_ii,The Dear Leader of Gest II,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=rahul_raghuraman,The Articulate Republic of Rahul Raghuraman,Left-Leaning College State,Superb,Frightening,Very Good
nation=daburuetchi,The Etchi People's Jamahiriya of Daburuetchi,Corrupt Dictatorship,Good,Frightening,Rare
nation=solus_unus,The Aurora Federation of Solus Unus,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=yottabota,The Combined Unions of Yottabota,Inoffensive Centrist Democracy,Very Good,Frightening,Few
nation=barevane,The Free Land of Barevane,Scandinavian Liberal Paradise,Excellent,Powerhouse,Very Good
nation=ifcult,The B Movie of IFcult,Left-wing Utopia,Superb,Strong,Excessive
nation=unger_under_over,The Free Land of Unger under over,Left-wing Utopia,Superb,Frightening,Superb
nation=the_democratic_republic_of_tomb,The Nation of The Democratic Republic of Tomb,Democratic Socialists,Some,Frightening,Very Good
nation=the_campbell_nation,The Peoples Federation of The Campbell Nation,Libertarian Police State,Superb,Frightening,Unheard Of
nation=erinor,The One-Winged Rainbow Shark of Erinor,Left-wing Utopia,Excellent,Frightening,Excellent
nation=the_unionized_stoners,The Soviet Socialist States of The Unionized Stoners,Democratic Socialists,Very Good,Frightening,Very Good
nation=miss_hungary,The Prettiest Nation in TRR of Miss Hungary,Iron Fist Consumerists,Outlawed,Frightening,Rare
nation=milostein,The Kingdom of Milostein,Democratic Socialists,Excellent,Frightening,Good
nation=miwonia,The Dictatorship of Miwonia,Iron Fist Consumerists,Unheard Of,Powerhouse,Outlawed
nation=rightport,The Commonwealth of Rightport,Liberal Democratic Socialists,Good,Frightening,Superb
nation=pax_aurea,The Federal Commonwealth of Pax Aurea,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=the_salaxalans,The Potato-Poet of The Salaxalans,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=xionn,The Enlightened Principality of XiOnn,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=rugelia,The Empire of Rugelia,Democratic Socialists,Excellent,Powerhouse,Very Good
nation=pope_hope,The Cast Resurrect Magicians of Pope Hope,Civil Rights Lovefest,Superb,Powerhouse,World Benchmark
nation=-gensokyo,The Federation of -Gensokyo,Democratic Socialists,Very Good,Frightening,Average
nation=stretchington,The Army of Stretchington,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=carrico,The Communist Proletarian Union of Carrico,Iron Fist Socialists,Excellent,Frightening,Few
nation=mcstooley,The The Grand Holy Empire of McStooley,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=malvakia,The Socialist Federation of Malvakia,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=dracovis,The United Socialist Federation of Dracovis,Civil Rights Lovefest,Superb,Frightening,Superb
nation=maowi,The Supine Socialist Slothland of Maowi,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=information_fountains,The Most Serene Republic of Information Fountains,Left-wing Utopia,Superb,Powerhouse,Superb
nation=drakes_beach,The Environment of Drakes Beach,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=swalland,The Intelligence of Swalland,Scandinavian Liberal Paradise,Superb,All-Consuming,Good
nation=bezo,The Pre-Apocalyptic Wasteland of Bezo,Scandinavian Liberal Paradise,Excellent,Fragile,Excellent
nation=nouveau_scandinavia,The United Socialist States of Nouveau Scandinavia,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=owl_pellets,The Protectorate of Owl Pellets,Left-Leaning College State,Superb,Thriving,Good
nation=zaxarium,The Glorious Most High Empire of Zaxarium,Democratic Socialists,Average,Frightening,Average
nation=purple_empire,The Battle-Ready Legions of Purple Empire,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=niakona,The Holy Union of Niakona,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=superior_intelligence,The Atheist Empire Ambassador of Superior Intelligence,Democratic Socialists,Excellent,Frightening,Some
nation=catanthia,The Social Democratic Kingdom of Catanthia,Left-Leaning College State,Superb,Frightening,Excellent
nation=awesometecia,The Democratic Socialist Empire of AwesomeTecia,Democratic Socialists,Excellent,Frightening,Excellent
nation=alan_nui,The Republic of Alan Nui,Left-Leaning College State,Superb,Frightening,Excellent
nation=vancouvia,The Free Lands of Vancouvia,New York Times Democracy,Very Good,Frightening,Superb
nation=british_whiskum,The United Kingdom of British Whiskum,Democratic Socialists,Average,Frightening,Excellent
nation=the_republic_of_invictus,The Democratic Republic of The Republic of Invictus,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=duqm,The Army of Duqm,Democratic Socialists,Some,All-Consuming,Below Average
nation=elle_macpherson,The Private Beach of Elle Macpherson,New York Times Democracy,Good,All-Consuming,Superb
nation=mercia_state,The Premier of Mercia State,New York Times Democracy,Excellent,Frightening,Superb
nation=laerod,The Benevolent Dictatorship of Laerod,Iron Fist Socialists,Superb,Frightening,Few
nation=stalker_queen,The Final Death of Stalker Queen,Iron Fist Consumerists,Some,Frightening,Rare
nation=masseillyia,The Autonomous Confederation of Masseillyia,Left-wing Utopia,Frightening,Frightening,World Benchmark
nation=boviana,The Last Federal Republic of Boviana,Iron Fist Consumerists,Rare,Frightening,Few
nation=llorens,The Red and Gold Republic of Llorens,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=orzwelz,The Kingdom of Orzwelz,Democratic Socialists,Good,Developing,Very Good
nation=merriwhether,The Free Democratic Republic of Merriwhether,Left-wing Utopia,Excellent,Frightening,Superb
nation=mastaba,The Empire of Mastaba,Corrupt Dictatorship,Below Average,Fair,Outlawed
nation=agham,The United Federal Republic of Agham,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=pacifist_cowards,The Warmongering Scaredy Cats of Pacifist Cowards,Left-wing Utopia,Superb,Frightening,Superb
nation=sylh_alanor,The Reborn Elven Republic of Sylh Alanor,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=ducky_ii,The Kingdom of Ducky II,Democratic Socialists,Average,Frightening,Very Good
nation=smiling_optimists,The Happy Utopia of Smiling Optimists,Left-wing Utopia,Superb,Frightening,Superb
nation=axle,The Pixie Empress of Axle,Left-Leaning College State,Excellent,All-Consuming,Excellent
nation=a_cluster_of_cute_hispanic_girls,The Adorableness of A Cluster Of Cute Hispanic Girls,Psychotic Dictatorship,Rare,Frightening,Rare
nation=wessara,The Dominion of Wessara,Democratic Socialists,Below Average,Frightening,Some
nation=the_flower_children,The Community of The Flower Children,Scandinavian Liberal Paradise,Superb,Powerhouse,Good
nation=meelo,The People's Republic of Meelo,Corrupt Dictatorship,Some,Frightening,Few
nation=senorak_valley,The Dearly Departed of Senorak Valley,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=sordica,The Federation of Sordica,Inoffensive Centrist Democracy,Excellent,Frightening,Good
nation=libertarian_socialist_sol,The Free Land of Libertarian Socialist Sol,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=13_court_gaurd_squads,The Allied Imperium of 13 Court Gaurd Squads,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=socialised_capital,The Community of Socialised Capital,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=cedoria,The People's Republic of Cedoria,Corrupt Dictatorship,Good,Frightening,Unheard Of
nation=sultan_morgan,The Holy Empire of Sultan Morgan,Corrupt Dictatorship,Below Average,All-Consuming,Rare
nation=liberal_liberals,The CUP-Eladeni Isocracy of Liberal Liberals,Left-wing Utopia,World Benchmark,Fragile,Superb
nation=adega,The Green Council Republics of Adega,Left-wing Utopia,Excessive,Frightening,Superb
nation=fredanica,The Pass the Holy Grand Duchy of Fredanica,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=goldzeika,The Empire of Goldzeika,Left-wing Utopia,Superb,Frightening,Superb
nation=zenar,The Aaydofan of Zenar,Tyranny by Majority,Few,Frightening,Excessive
nation=promintorian_democratic_republic,The Worker's State of Promintorian Democratic Republic,Iron Fist Socialists,Excellent,Frightening,Rare
nation=skillcrossbones,The People's Republic of SkillCrossbones,Democratic Socialists,Excellent,Frightening,Excellent
nation=panthros,The Confederated Communes of Panthros,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=aguaria_major,The Transoceanic Republic of Aguaria Major,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=the_cooperation,The Community of The Cooperation,Left-wing Utopia,Superb,Very Strong,Superb
nation=the_libertarian_republic_of_savages,The Federated Communes of The Libertarian Republic of Savages,Left-Leaning College State,Excellent,Frightening,Excellent
nation=mageen,The Imperial Republic of Mageen,Liberal Democratic Socialists,Very Good,Frightening,World Benchmark
nation=valerion,The Union of Valerion,Father Knows Best State,Good,Frightening,Outlawed
nation=xalon,The Allied States of Xalon,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=novabronca,The Federal Republic of Novabronca,Scandinavian Liberal Paradise,Excellent,Good,Excellent
nation=benjyville,The Dog friendly land of Benjyville,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=republic_of_adytum,The Just Society of Republic of Adytum,Democratic Socialists,Excellent,Frightening,Good
nation=sinedominis,The Commonwealth of Sinedominis,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=felpolandia,The Commonwealth of Felpolandia,Civil Rights Lovefest,Frightening,Frightening,Superb
nation=the_catholic_state_of_eire,The Christian Democrat Republic of The Catholic State of Eire,Tyranny by Majority,Some,Frightening,Superb
nation=stoklomolvi,The Liaoist Federation of Stoklomolvi,New York Times Democracy,Very Good,Frightening,Superb
nation=kergstan,The Socialist Republic of Kergstan,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=west_german_federation,The Holy Roman Republic of West German Federation,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=kauru_taurus,The Juraihelm-allied El Hazard of Kauru Taurus,Corrupt Dictatorship,Below Average,Developing,Few
nation=kazika,The Empire of Kazika,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=alcala-cordel,The Red Coalition of Alcala-Cordel,Left-wing Utopia,Superb,Frightening,Excellent
nation=furfest2007,The Dictatorship of FurFest2007,Scandinavian Liberal Paradise,Excellent,All-Consuming,Very Good
nation=glengo_island,The Pasifik Republik of Glengo Island,Left-wing Utopia,Superb,Frightening,Superb
nation=athenalion,The Athene Acropolis of Athenalion,Civil Rights Lovefest,Superb,Frightening,Superb
nation=akkaga,The Phantom Thieves of Akkaga,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=sciongrad,The Monarchical Republic of Sciongrad,Left-wing Utopia,Excellent,Frightening,Superb
nation=mont_vol,The Foral Social Republic of Mont Vol,Left-wing Utopia,Superb,All-Consuming,Superb
nation=the_norwegian_lands,The Democratic Republic of The Norwegian Lands,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=azhdarchidae,The Republic of Azhdarchidae,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=united_portugal,The Republic of United Portugal,Inoffensive Centrist Democracy,Excellent,Good,Excellent
nation=caracasus,The United Socialist States of Caracasus,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=equalination,The People's Republic of Equalination,Left-wing Utopia,Superb,Frightening,Superb
nation=alitone,The Republic of Alitone,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=tornavia,The Environmentalist State of Tornavia,Left-wing Utopia,Superb,Thriving,Widely Abused
nation=trotterdam,The Principality of Trotterdam,Left-Leaning College State,Superb,Frightening,Excellent
nation=xah,The Morthanveld Polity of Xah,Iron Fist Socialists,Excellent,Frightening,Outlawed
nation=ravnabbor,The Fylkirate of Ravnabbor,Democratic Socialists,Very Good,Frightening,Excellent
nation=columbia_united,The Federal Republic of Columbia United,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=killerma,The Imperial Empire of Killerma,Liberal Democratic Socialists,Excellent,Fair,Superb
nation=cult_of_ashley_greene,The Matriarchy of Cult of Ashley Greene,Corrupt Dictatorship,Below Average,Powerhouse,Rare
nation=sinovieta,The Constitutional Khaganate of Sinovieta,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=nazbeth,The BLM of Nazbeth,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=the_eldar_empire,The SubspaceRealm of The Eldar Empire,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=ekamatra,The Democratic Party of Ekamatra,Psychotic Dictatorship,Rare,Frightening,Few
nation=kampfgruppe_400,The Metal Empire of Kampfgruppe 400,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=inner_mations_aststan,The Confederation of Inner Mations Aststan,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=zulanka_in_nk,The Workers' State of Zulanka in NK,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=yaorozu,The Rising Sun's Land of Yaorozu,Authoritarian Democracy,Few,Frightening,Below Average
nation=arkletopia,The Most Serene Republic of Arkletopia,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=demons_of_valkarth,The ELF-Eladen Slave World of Demons of Valkarth,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=conjunktivitis,The Tearful Queendom of Conjunktivitis,Mother Knows Best State,Very Good,Reasonable,Unheard Of
nation=emailistan,The United Socialist States of Emailistan,Left-wing Utopia,Excellent,Frightening,Excellent
nation=the_democratic_nation_of_unovia,The Regional Protector State of The Democratic Nation of Unovia,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=elejamie,The Unified Tracts of Elejamie,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=raghallaigh,The Let's All Just Get Along of Raghallaigh,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=of_danishes,The Kingdom of Of Danishes,Left-wing Utopia,World Benchmark,Strong,Excessive
