nation=san_jose,The City of San Jose,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=rsca_privateer_60,The Protectorate of RSCA Privateer 60,Psychotic Dictatorship,Few,Powerhouse,Few
nation=big_bernie_clan,The Most Serene Republic of Big Bernie Clan,Inoffensive Centrist Democracy,Good,Good,Good
nation=thedarkcarnival,The Confederacy of TheDarkCarnival,Inoffensive Centrist Democracy,Below Average,Strong,Some
nation=republic_of_the_arctic,The Empire of Republic of the Arctic,Inoffensive Centrist Democracy,Some,Good,Below Average
nation=crabopolus,The Empire of Crabopolus,Father Knows Best State,Some,Powerhouse,Outlawed
nation=duswya,The United Empire of Duswya,Democratic Socialists,Below Average,Strong,Good
nation=shadow_empire_of_the_night_sky,The Dominion of Shadow Empire of the Night Sky,Left-wing Utopia,Excellent,All-Consuming,Superb
nation=149_ohms,The Resistance of 149 Ohms,Iron Fist Consumerists,Rare,Powerhouse,Few
nation=trainer_gold,The Pokémon League Champion of Trainer Gold,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=relkadia,The Floating Fortress of Relkadia,Father Knows Best State,Below Average,Frightening,Rare
nation=spades_atlantic,The Outer Heaven of Spades Atlantic,Inoffensive Centrist Democracy,Very Good,Strong,Very Good
nation=85_ohms,The Resistance of 85 Ohms,Authoritarian Democracy,Few,Thriving,Below Average
nation=legionite,The Empire of Legionite,Father Knows Best State,Some,Frightening,Few
nation=almighty_christ,The Theocracy of Almighty Christ,Corporate Police State,Outlawed,Strong,Outlawed
nation=zapado_slavia,The Republic of Zapado slavia,Inoffensive Centrist Democracy,Very Good,Strong,Very Good
nation=yoncstate,The Empire of Yoncstate,Inoffensive Centrist Democracy,Excellent,Good,Excellent
nation=rsca_privateer_7,The Protectorate of RSCA Privateer 7,Inoffensive Centrist Democracy,Some,Thriving,Below Average
nation=killand_kl,The Federation of Killand KL,Inoffensive Centrist Democracy,Very Good,Frightening,Good
nation=sibyllas,The Empire of Sibyllas,Father Knows Best State,Some,Good,Few
nation=harks_enth_kry,The Boundless Honour of Harks Enth Kry,Iron Fist Consumerists,Few,Very Strong,Unheard Of
nation=new_sanet,The Dominion of New Sanet,Liberal Democratic Socialists,Excellent,Powerhouse,Superb
nation=natzilla,The Dominion of Natzilla,Father Knows Best State,Some,Powerhouse,Outlawed
nation=darcov,The Federal Republic of Darcov,Democratic Socialists,Below Average,Strong,Very Good
nation=barcard_8,The Republic of Barcard 8,Iron Fist Consumerists,Unheard Of,Powerhouse,Outlawed
nation=diamond_nations,The Armed Republic of Diamond Nations,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=ninhundland,The Imperial Reich of Ninhundland,Father Knows Best State,Average,Good,Few
nation=attempt_3,The Colony of Attempt 3,Moralistic Democracy,Unheard Of,Very Strong,Below Average
nation=gilakkahandibria,The People's State of Gilakkahandibria,Left-Leaning College State,World Benchmark,All-Consuming,Good
nation=diego_maradona,The Republic of Diego Maradona,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=wiking_nordland,The Jarlreich of Wiking Nordland,Tyranny by Majority,Few,Powerhouse,Superb
nation=hispanyoan_destruction_team_b3,The Borenzoist Forces of Hispanyoan destruction team B3,Iron Fist Consumerists,Unheard Of,Good,Rare
nation=the_united_artherian_federation,The Artherianisches Reich of The United Artherian Federation,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=hanzover,The Wakandan Soviet State of Hanzover,Psychotic Dictatorship,Rare,Powerhouse,Few
nation=lamas_nazis_sm,The Ex Nation of Lamas Nazis SM,Moralistic Democracy,Few,Thriving,Some
nation=l5_alistan,The Republic of L5 Alistan,Iron Fist Consumerists,Rare,Strong,Few
nation=kingdom_of_sisnajini,The Empire of Kingdom of Sisnajini,Corrupt Dictatorship,Some,Very Strong,Outlawed
nation=the_region_of_the_aegean_islands,The Administrative Division of The Region of the Aegean Islands,Anarchy,Frightening,Strong,Corrupted
nation=fairy_reflections,The Colony of Fairy Reflections,Inoffensive Centrist Democracy,Excellent,Strong,Very Good
nation=british_malay,The Colonial Territory of British Malay,Iron Fist Consumerists,Unheard Of,Strong,Rare
nation=the_swedish_einherjar,The Land of The Swedish Einherjar,Iron Fist Consumerists,Few,Frightening,Rare
nation=gogoyope,The Dictatorship of Gogoyope,Father Knows Best State,Some,Thriving,Rare
nation=ayberkia,The Empire of Ayberkia,New York Times Democracy,Some,Strong,Superb
nation=kauru,The People's Republic of Kauru,Democratic Socialists,Good,Powerhouse,Good
nation=blob_160,The Colony of Blob 160,Inoffensive Centrist Democracy,Below Average,Strong,Average
nation=whims,The Kingdom of Whims,Civil Rights Lovefest,Superb,Frightening,Superb
nation=greater_ramonia,The Anti-Everything Principality of Greater Ramonia,Scandinavian Liberal Paradise,Excellent,All-Consuming,Very Good
nation=the_indescribably_frightening_kekistan,The Most Serene Republic of The Indescribably Frightening Kekistan,Iron Fist Consumerists,Unheard Of,Powerhouse,Outlawed
nation=the_east_african_islands,The United Kingdom of The East African Islands,Iron Fist Consumerists,Unheard Of,Strong,Unheard Of
nation=greila,The Municipal Republic of Greila,Inoffensive Centrist Democracy,Good,All-Consuming,Very Good
nation=dexion,The Empire of Dexion,Father Knows Best State,Some,Frightening,Unheard Of
nation=winged_kobolds,The Holy Empire of Winged Kobolds,Father Knows Best State,Good,Strong,Few
nation=the_ultimate_champion_ash_ketchum,The Free Land of The Ultimate Champion Ash Ketchum,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=calormena,The Republic of Calormena,Moralistic Democracy,Outlawed,Strong,Very Good
nation=sela_seebers,The Empire of Sela Seebers,Father Knows Best State,Some,Strong,Few
nation=darcyshire,The Republic of Darcyshire,Left-Leaning College State,Excellent,Reasonable,Very Good
nation=an-kenjara,The Domination of An-Kenjara,Inoffensive Centrist Democracy,Some,Thriving,Very Good
nation=neisquierel,The Settlement of Neisquierel,Corrupt Dictatorship,Some,All-Consuming,Unheard Of
nation=alzarius,The Confederacy of Alzarius,Liberal Democratic Socialists,Below Average,Very Strong,Excellent
nation=solarampa,The United Sun Republic of Solarampa,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=the_teeth,The Matriarchy of The Teeth,Liberal Democratic Socialists,Good,Good,Excellent
nation=188_ohms,The Resistance of 188 Ohms,Iron Fist Consumerists,Unheard Of,Powerhouse,Rare
nation=tribe_of_androscoggin_river,The Nomadic Peoples of Tribe of Androscoggin River,Moralistic Democracy,Some,All-Consuming,Below Average
nation=124_ohms,The Resistance of 124 Ohms,Inoffensive Centrist Democracy,Some,Very Strong,Average
nation=katase,The Principality of Katase,Iron Fist Consumerists,Rare,Good,Rare
nation=xitavaa,The People's Republic of Xitavaa,Democratic Socialists,Below Average,Frightening,Good
nation=cwh151,The Sultanate of Cwh151,Corrupt Dictatorship,Some,Good,Few
nation=ukrainan_kiev,The Soviet Socialist Republic of Ukrainan Kiev,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=keycult_no_2_rev_1,The Keyboard of Keycult No 2 Rev 1,Psychotic Dictatorship,Some,Strong,Few
nation=varkrieg,The Warrior Clans of Varkrieg,Father Knows Best State,Average,Frightening,Unheard Of
nation=united_taquistan,The Dominion of United Taquistan,Father Knows Best State,Some,Strong,Rare
nation=ayberkland,The Republic of Ayberkland,Moralistic Democracy,Rare,Strong,Excellent
nation=the_eternal_november,The People's Republic of The Eternal November,Psychotic Dictatorship,Outlawed,Very Strong,Unheard Of
nation=queen_bee_2020,The Colony of Queen bee 2020,Father Knows Best State,Some,Powerhouse,Outlawed
nation=theria_han,The Workers' Republic of Theria Han,Civil Rights Lovefest,Superb,Frightening,Superb
nation=vinceno,The Dictatorship of Vinceno,Iron Fist Consumerists,Outlawed,Strong,Outlawed
nation=southern_cosmols,The Most Serene Republic of Southern Cosmols,Inoffensive Centrist Democracy,Very Good,All-Consuming,Very Good
nation=kortfarmare_156,The Republic of Kortfarmare 156,Inoffensive Centrist Democracy,Below Average,Strong,Below Average
nation=oceanies,The Dystopian Utopia of Oceanies,Father Knows Best State,Some,All-Consuming,Rare
nation=federacja_grabowska,The Federation of Federacja Grabowska,Left-Leaning College State,Superb,Good,Some
nation=geasni_fenfomon,The Golden Dynasty of Geasni Fenfomon,Iron Fist Consumerists,Some,Strong,Outlawed
nation=ganua,The Republic of Ganua,New York Times Democracy,Excellent,Powerhouse,Superb
nation=kunimu,The Democratic Republic of Kunimu,Civil Rights Lovefest,Superb,Very Strong,Superb
nation=womble_6721,The Kingdom of Womble 6721,Anarchy,Frightening,Strong,Corrupted
nation=cefron,The Republic of Cefron,Democratic Socialists,Excellent,All-Consuming,Excellent
nation=elmgard,The Kingdom of Elmgard,Iron Fist Consumerists,Some,All-Consuming,Rare
nation=ascended_to_heaven,The Ascension of Ascended to Heaven,Iron Fist Consumerists,Few,Very Strong,Few
nation=no_god,The Anarchist commune of No god,Left-Leaning College State,Excellent,Powerhouse,Very Good
nation=the_world_society,The Rogue Nation of The World Society,Democratic Socialists,Good,Strong,Very Good
nation=valinon,The United Star Empire of Valinon,Left-Leaning College State,Superb,Frightening,Good
nation=blob_64,The Colony of Blob 64,Authoritarian Democracy,Few,Strong,Some
nation=bodemona,The Empire of Bodemona,Corporate Bordello,Good,Thriving,Superb
nation=spirit_fox_17,The Queendom of Spirit Fox 17,Iron Fist Consumerists,Few,Thriving,Rare
nation=mediolaunum,The History Compiler of Mediolaunum,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=51_ohms,The Resistance of 51 Ohms,Authoritarian Democracy,Rare,Powerhouse,Some
nation=avekersten,The Theocracy of Avekersten,New York Times Democracy,Some,Good,Superb
nation=liberated_new_arizona,The Deathsong Company of Liberated New Arizona,Corrupt Dictatorship,Below Average,Thriving,Rare
nation=spinel_d-cut_1,The Matriarchy of Spinel D-Cut 1,Mother Knows Best State,Below Average,Strong,Few
nation=letary_syndicate,The Federal Republic of Letary syndicate,Father Knows Best State,Below Average,Good,Few
nation=yurmelba,The Community of Yurmelba,Inoffensive Centrist Democracy,Excellent,Strong,Very Good
nation=atlantiariv,The Starskiesiver Civilization of ATLANTIARIV,Corrupt Dictatorship,Below Average,Frightening,Few
nation=imperium_christianum,The Roman Empire of Imperium Christianum,Iron Fist Consumerists,Unheard Of,Strong,Unheard Of
nation=arctic_fox_89,The Queen's Guard of Arctic Fox 89,Democratic Socialists,Below Average,Very Strong,Some
nation=alentejozinho_and_algarvezinho,The People's Republic of Alentejozinho and Algarvezinho,Father Knows Best State,Very Good,Good,Rare
nation=balmuria,The Holy Empire of Balmuria,Inoffensive Centrist Democracy,Very Good,Strong,Very Good
nation=zedoo,The State of Zedoo,Moralistic Democracy,Rare,Strong,Good
nation=arctic_fox_74,The Queen's Guard of Arctic Fox 74,Authoritarian Democracy,Few,Thriving,Some
nation=soviet_hammer,The Republic of Soviet hammer,Moralistic Democracy,Unheard Of,Strong,Very Good
nation=cyberpundek,The Commonwealth of Cyberpundek,Moralistic Democracy,Rare,Frightening,Very Good
nation=vilthis,The United Socialist States of Vilthis,Democratic Socialists,Very Good,All-Consuming,Excellent
nation=limerstone,The Kingdom of Limerstone,Liberal Democratic Socialists,Very Good,All-Consuming,Excellent
nation=eta_carinae,The Anti-Harry Potter Prison of Eta Carinae,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=arctic_fox_125,The Queendom of Arctic Fox 125,Iron Fist Consumerists,Few,Strong,Few
nation=commander_james_ferraday,The Command of Commander James Ferraday,Father Knows Best State,Some,Very Strong,Rare
nation=spirit_fox_80,The Queendom of Spirit Fox 80,Inoffensive Centrist Democracy,Average,Very Strong,Average
nation=wodelle-,The Constitutional Monarchy of Wodelle-,Iron Fist Consumerists,Few,Very Strong,Outlawed
nation=primeco,The Illegal Aliens Area 51 of PrimeCo,Iron Fist Consumerists,Rare,All-Consuming,Rare
nation=rhodesae,The Republic of Rhodesae,Left-wing Utopia,Superb,Thriving,Excellent
nation=arstozkazia,The Commonwealth of Arstozkazia,Iron Fist Consumerists,Rare,All-Consuming,Outlawed
nation=nord_bass,The Empire of Nord Bass,Corrupt Dictatorship,Below Average,Strong,Few
nation=silver_fox_33,The Queen's Agent of Silver Fox 33,Corrupt Dictatorship,Some,Strong,Rare
nation=apollor,The Empire of Apollor,Inoffensive Centrist Democracy,Average,Powerhouse,Very Good
nation=greater_alanya,The Federation of Greater Alanya,Inoffensive Centrist Democracy,Good,Strong,Average
nation=silver_fox_4,The Queen's Agent of Silver Fox 4,Mother Knows Best State,Some,All-Consuming,Rare
nation=arctic_fox_31,The Queen's Guard of Arctic Fox 31,Moralistic Democracy,Some,Strong,Average
nation=androvore,The Holy Empire of Androvore,Iron Fist Consumerists,Unheard Of,Powerhouse,Outlawed
nation=tai-two,The Tranquil State of Tai-Two,Democratic Socialists,Below Average,Frightening,Average
nation=lycya,The Empire of Lycya,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=mynillia,The Matriarchy of Mynillia,Mother Knows Best State,Average,Powerhouse,Rare
nation=hubun,The Empire of Hubun,Corporate Police State,Unheard Of,Very Strong,Outlawed
nation=i_stubbed_my_toe,The Toe stubbing puppet state of I stubbed my toe,Iron Fist Consumerists,Rare,Thriving,Outlawed
nation=fens_commerce_and_development,The 2ndRepublic of FENS Commerce and Development,Moralistic Democracy,Rare,Powerhouse,Below Average
nation=arctic_fox_195,The Queendom of Arctic Fox 195,Iron Fist Consumerists,Rare,Very Strong,Outlawed
nation=scheinenland,The Baron of Scheinenland,Father Knows Best State,Good,Strong,Rare
nation=okumura_haru,The Fluffy Phantom Thief of Okumura Haru,Civil Rights Lovefest,Excellent,Good,Superb
nation=caidorama,The Armed Republic of Caidorama,Moralistic Democracy,Rare,Very Strong,Average
nation=greater_gobbishiptest,The Oppressed Peoples of Greater Gobbishiptest,Iron Fist Consumerists,Few,Good,Unheard Of
nation=rwssia,The Commonwealth of Rwssia,Democratic Socialists,Below Average,Frightening,Excellent
nation=the_communist_republic_of_machoia,The United Socialist States of The communist republic of machoia,Democratic Socialists,Very Good,All-Consuming,Below Average
nation=mine_mind,The Dictatorship of Mine Mind,Iron Fist Consumerists,Unheard Of,Powerhouse,Outlawed
nation=estoniia,The Liberalistlik monarhia of Estoniia,Inoffensive Centrist Democracy,Good,Good,Below Average
nation=tanglewood,The United Socialist States of Tanglewood,Democratic Socialists,Very Good,Strong,Very Good
nation=far_dragon,The Democratic Republic of Far Dragon,Inoffensive Centrist Democracy,Good,Thriving,Good
nation=kiasu-ism,The Republic of Kiasu-ism,Inoffensive Centrist Democracy,Average,Frightening,Very Good
nation=kakamenia,The People's Republic of Kakamenia,Democratic Socialists,Very Good,Good,Very Good
nation=gezzen,The Greater Kingdom of Gezzen,Left-Leaning College State,Excellent,Frightening,Average
nation=joe_army,The Commonwealth of Joe Army,Inoffensive Centrist Democracy,Below Average,Very Strong,Average
nation=blob_153,The Colony of Blob 153,Moralistic Democracy,Some,Strong,Average
nation=midshire,The Empire of Midshire,Civil Rights Lovefest,Frightening,Frightening,Excellent
nation=andoran_empire,The Kingdom of Andoran Empire,Father Knows Best State,Some,Frightening,Few
nation=krickle,The Kingdom of Krickle,New York Times Democracy,Very Good,Very Strong,Superb
nation=assembly_nachos,The Holy Empire of Assembly Nachos,Corporate Police State,Unheard Of,Very Strong,Outlawed
nation=miratoran,The Yellow Kingdom of Miratoran,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=nova_artian_me,The Disputed Territories of Nova artian me,Psychotic Dictatorship,Rare,Strong,Rare
nation=ordnungstaat_burgund,The Reichsregierung of Ordnungstaat Burgund,Father Knows Best State,Some,Thriving,Few
nation=wastelands_of_the_scottish_deser,The Rogue Nation of Wastelands of the Scottish deser,Iron Fist Consumerists,Some,Strong,Unheard Of
nation=got_lazy_003,The Republic of Got Lazy 003,Iron Fist Consumerists,Some,Very Strong,Few
nation=imperial_guard_ii,The Fiefdom of Imperial Guard II,Corporate Police State,Outlawed,Very Strong,Outlawed
nation=forcible_suppression,The MT Army Museum of Forcible Suppression,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=communist_lukania,The Federation of Communist Lukania,Democratic Socialists,Some,Thriving,Some
nation=new_anorkya,The Colony of New Anorkya,Iron Fist Consumerists,Outlawed,Very Strong,Outlawed
nation=kingdom_of_grant,The Holy Empire of Kingdom of Grant,Iron Fist Consumerists,Some,Powerhouse,Rare
nation=mardeatis,The Republic of Mardeatis,Iron Fist Consumerists,Rare,Good,Outlawed
nation=redpeppers,The Unified Realms of Redpeppers,Inoffensive Centrist Democracy,Below Average,Frightening,Excellent
nation=paradisecity,The Colony of ParadiseCity,Iron Fist Consumerists,Rare,Strong,Outlawed
nation=vivstan,The Kingdom of Vivstan,Father Knows Best State,Some,Frightening,Unheard Of
nation=cosnicu,The Federation of Cosnicu,Democratic Socialists,Average,Very Strong,Excellent
nation=shenifar,The Imperial Republic of Shenifar,Inoffensive Centrist Democracy,Very Good,Good,Some
nation=uzbekistan_two_electric_boogaloo,The United States of Uzbekistan Two Electric Boogaloo,Corporate Police State,Unheard Of,Very Strong,Rare
nation=yandere,The Republic of Yandere,Corrupt Dictatorship,Some,Good,Few
nation=080_111_112_112_121,The Queendom of 080 111 112 112 121,Psychotic Dictatorship,Some,Strong,Few
nation=ta_styb_urgr,The Rogue Nation of Ta Styb Urgr,Corrupt Dictatorship,Below Average,Very Strong,Rare
nation=dystotzka,The United Socialist States of Dystotzka,Psychotic Dictatorship,Unheard Of,Very Strong,Rare
nation=chexa,The Jingoistic States of Chexa,Libertarian Police State,Superb,Thriving,Rare
nation=xiaomei,The Beautiful Deathling of Xiaomei,Psychotic Dictatorship,Few,Frightening,Rare
nation=kara_boga,The Empire of Kara Boga,Psychotic Dictatorship,Outlawed,Reasonable,Unheard Of
nation=all_the_sexagintuple_ladies,The Dictatorship of All the sexagintuple ladies,Father Knows Best State,Some,Good,Outlawed
nation=oaks_29,The Hundred Oaker Forest of Oaks 29,Corrupt Dictatorship,Below Average,Frightening,Few
nation=gembox_82,The Republic of Gembox 82,Moralistic Democracy,Few,Strong,Some
nation=76_ohms,The Resistance of 76 Ohms,Iron Fist Consumerists,Few,All-Consuming,Few
nation=blob_97,The Colony of Blob 97,Inoffensive Centrist Democracy,Below Average,Good,Average
nation=north_hoggynesia,The Democratic People's Republic of North Hoggynesia,Iron Fist Consumerists,Few,Strong,Unheard Of
nation=illagus,The Commonwealth of Illagus,Democratic Socialists,Very Good,Good,Average
nation=aro_the_vampire,The Dictatorship of Aro the Vampire,Father Knows Best State,Some,Strong,Outlawed
nation=pamburg,The Federal Republic of Pamburg,New York Times Democracy,Good,Frightening,Superb
nation=darkium,The Galactic Imperium Invictum of Darkium,Corrupt Dictatorship,Excellent,Frightening,Rare
nation=jahr_frees,The Kingdom of Jahr Frees,Father Knows Best State,Very Good,Good,Few
nation=kingdom_of_urlica,The Theocracy of Kingdom of Urlica,Corporate Police State,Outlawed,Strong,Outlawed
nation=nottrumplandia,The United Socialist States of NotTrumpLandia,New York Times Democracy,Excellent,Very Strong,Superb
nation=barcard_13,The Republic of Barcard 13,Iron Fist Consumerists,Outlawed,Powerhouse,Few
nation=vicki_li,The Free Land of Vicki Li,New York Times Democracy,Excellent,Strong,World Benchmark
nation=the_american_union,The Christian Republic of The American Union,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=h_british_union,The Collapsed Isles of H British Union,Corrupt Dictatorship,Below Average,Very Strong,Outlawed
nation=maruja,The Republic of Maruja,Left-Leaning College State,Superb,Strong,Very Good
nation=blob_187,The Colony of Blob 187,Inoffensive Centrist Democracy,Below Average,Good,Average
nation=socialist_of_england,The Republic of Socialist of England,Inoffensive Centrist Democracy,Below Average,Powerhouse,Very Good
nation=peridot_d-cut_42,The Queendom of Peridot D-Cut 42,Mother Knows Best State,Below Average,Very Strong,Few
nation=cocao,The United Chocolate Territories of Cocao,Liberal Democratic Socialists,Some,Powerhouse,Superb
nation=great_ellada,The Constitutional Monarchy of Great Ellada,Iron Fist Consumerists,Rare,Good,Few
nation=sound_zaregican,The Empire of Sound Zaregican,Iron Fist Consumerists,Outlawed,Good,Outlawed
nation=maple_14,The Dazzling Swordplay of Maple 14,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=little_red_riding_hood_wolf,The Hungry Wolf Girl of Little Red Riding Hood Wolf,Scandinavian Liberal Paradise,World Benchmark,Thriving,Excellent
nation=kakrino,The Holy Empire of Kakrino,Corporate Police State,Outlawed,Very Strong,Outlawed
nation=kul_cyralan,The Republic of Kul Cyralan,Conservative Democracy,Rare,Strong,Excellent
nation=balticans,The Confederation of Balticans,Inoffensive Centrist Democracy,Some,Powerhouse,Good
nation=your_imaginary_friend,The Questionable Existence of Your Imaginary Friend,Inoffensive Centrist Democracy,Very Good,Powerhouse,Good
nation=-hanako_ikezawa-,The Best Girl of -Hanako Ikezawa-,Left-wing Utopia,Superb,Good,World Benchmark
nation=placething,The Dictatorship of Placething,Iron Fist Consumerists,Outlawed,Strong,Outlawed
nation=c_o_m_e_t,The Streaking Spectacle of C O M E T,New York Times Democracy,Excellent,Reasonable,Superb
nation=red_pickelhaube_1,The People's Republic of Red Pickelhaube 1,Left-Leaning College State,Superb,Good,Some
nation=canadian_arctic,The Queendom of Canadian Arctic,Moralistic Democracy,Unheard Of,Good,Very Good
nation=empire_of_majorca,The Empire of Empire of Majorca,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=ira_furia,The Empire of Ira Furia,Iron Fist Consumerists,Few,Powerhouse,Few
nation=gelldehana,The Holy Kingdom of Gelldehana,Iron Fist Consumerists,Rare,Powerhouse,Outlawed
nation=zip317,The Republic of Zip317,Moralistic Democracy,Few,Thriving,Good
nation=nga,The Fiefdom of Nga,Father Knows Best State,Some,Good,Outlawed
nation=ust_natha,The Matriarchy of Ust Natha,Mother Knows Best State,Average,Strong,Unheard Of
nation=fuggin_evil,The Empire of Fuggin Evil,Iron Fist Consumerists,Rare,Strong,Outlawed
nation=rogaita,The Military Junta of Rogaita,Father Knows Best State,Some,Powerhouse,Rare
nation=varngend,The Empire of Varngend,Iron Fist Consumerists,Outlawed,Strong,Outlawed
nation=dictator_s,The Allied States of Dictator s,Father Knows Best State,Good,Powerhouse,Few
nation=old_gis,The Dictatorship of Old Gis,Father Knows Best State,Good,All-Consuming,Few
nation=free_havenstan,The Imperial Technocracy of Free Havenstan,Father Knows Best State,Some,Frightening,Rare
nation=the_island_of_misfit_boys,The Rogue Nation of The Island of Misfit Boys,Capitalist Paradise,Average,Powerhouse,Very Good
nation=moosh_moosh_world,The Republic of Moosh Moosh World,Civil Rights Lovefest,World Benchmark,Reasonable,Excellent
nation=urbis_dei,The Holy Jupiterian State of Urbis Dei,Psychotic Dictatorship,Unheard Of,All-Consuming,Outlawed
nation=wile_coyote,The Dominion of Wile Coyote,Compulsory Consumerist State,Some,Very Strong,Outlawed
nation=suztand,The Kingdom of Suztand,Father Knows Best State,Some,Good,Outlawed
nation=fieldia,The United Socialist States of Fieldia,Father Knows Best State,Some,Thriving,Few
nation=barcard_1,The Republic of Barcard 1,Iron Fist Consumerists,Rare,Very Strong,Outlawed
nation=spinel_d-cut_27,The Matriarchy of Spinel D-Cut 27,Moralistic Democracy,Few,All-Consuming,Good
nation=test_boi_5,The Republic of Test boi 5,Moralistic Democracy,Rare,Good,Excellent
nation=socksss,The Republic of Socksss,Inoffensive Centrist Democracy,Excellent,Reasonable,Very Good
nation=legomenon,The Principality of Legomenon,Iron Fist Consumerists,Unheard Of,All-Consuming,Outlawed
nation=custon_chaqis,The Republic of Custon Chaqis,Inoffensive Centrist Democracy,Below Average,Strong,Excellent
nation=139_ohms,The Resistance of 139 Ohms,Iron Fist Consumerists,Few,All-Consuming,Rare
nation=ilyvios_islands,The Protectorate of Ilyvios Islands,Left-Leaning College State,Excellent,Strong,Very Good
nation=of_zanganda_and_zuno,The United Socialist States of Of Zanganda and Zuno,Inoffensive Centrist Democracy,Excellent,Good,Average
nation=golden_cirrcle,The Confederacy of Golden cirrcle,Iron Fist Consumerists,Unheard Of,Very Strong,Few
nation=micropola,The Republic of Micropola,Left-Leaning College State,Superb,Strong,Very Good
nation=cuthon,The Federal Republic of Cuthon,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=amonguz,The Holy Empire of Amonguz,Iron Fist Consumerists,Few,Strong,Unheard Of
nation=yeno,The Divine Right Empire of Yeno,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=notaburner,The Kingdom of Notaburner,Iron Fist Consumerists,Outlawed,Strong,Outlawed
nation=flandarz,The True Divine Empire of Flandarz,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=best_humans,The Democratic States of Best Humans,Inoffensive Centrist Democracy,Good,Good,Average
nation=gasconading,The Dominion of Gasconading,Moralistic Democracy,Rare,Thriving,Very Good
nation=testeyecandy6,The Rogue Nation of Testeyecandy6,Iron Fist Consumerists,Unheard Of,Very Strong,Outlawed
nation=baelva,The Armed Republic of Baelva,Compulsory Consumerist State,Below Average,Very Strong,Outlawed
nation=guard_captain,The Epic Hoarder of Guard Captain,Iron Fist Consumerists,Few,Powerhouse,Few
nation=kazakhstan6,The Holy Empire of KAzaKhsTaN6,Iron Fist Consumerists,Unheard Of,Strong,Few
nation=eascar_surka,The Empire of Eascar Surka,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=satanistas_de_la_nueva_era,The United Kingdom of Satanistas de la Nueva Era,Inoffensive Centrist Democracy,Excellent,All-Consuming,Average
nation=jonesaland,The Holy Empire of Jonesaland,Father Knows Best State,Some,Reasonable,Few
nation=chongro,The People's Republic of Chongro,Corrupt Dictatorship,Some,Strong,Unheard Of
nation=high_school_girls,The Awesome World of High School Girls,Inoffensive Centrist Democracy,Excellent,Very Strong,Very Good
nation=kiprezania,The Republic of Kiprezania,Inoffensive Centrist Democracy,Very Good,Powerhouse,Very Good
nation=ruskania,The United Socialist States of Ruskania,Father Knows Best State,Some,Very Strong,Few
nation=kafair,The Golden Throne Pillar of Kafair,Father Knows Best State,Some,Frightening,Unheard Of
nation=bodein,The Communist Theocracy of Bodein,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=baraddur,The Armed Republic of Baraddur,Inoffensive Centrist Democracy,Some,Good,Good
nation=planet_elas,The Spellbinding Tears of Planet Elas,Iron Fist Consumerists,Rare,Good,Outlawed
nation=somelandia_the_2,The Kingdom of SomeLandia the 2,Iron Fist Consumerists,Unheard Of,Strong,Unheard Of
nation=octamplu,The Republic of Octamplu,Left-wing Utopia,Superb,Reasonable,Superb
nation=shy_gal,The Silent Queendom of Shy Gal,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=peachingtonsland,The Republic of Peachingtonsland,Father Knows Best State,Very Good,Strong,Few
nation=blob_109,The Colony of Blob 109,Inoffensive Centrist Democracy,Average,Good,Average
nation=dragnius,The Kingdom of Dragnius,Corrupt Dictatorship,Average,Strong,Outlawed
nation=united_democratic_republic_of_ladonia,The Jingoistic States of United Democratic Republic of Ladonia,Iron Fist Consumerists,Unheard Of,Very Strong,Outlawed
nation=new_olisippo,The Dictatorship of New Olisippo,Corrupt Dictatorship,Below Average,Strong,Rare
nation=yuyu_puppet_99,The Colony of Yuyu Puppet 99,Iron Fist Consumerists,Rare,Thriving,Outlawed
nation=acerlandia,The Empire of Acerlandia,Liberal Democratic Socialists,Good,Good,World Benchmark
nation=old_hispanyo,The Dictatorship of Old Hispanyo,Corporate Police State,Outlawed,Very Strong,Outlawed
nation=lucabysus,The Kingdom of Lucabysus,Father Knows Best State,Some,Good,Unheard Of
nation=yaguaretia,The Empire of Yaguaretia,Corrupt Dictatorship,Average,All-Consuming,Unheard Of
