nation=the_bonum_commune_institute,The Technocracy of The Bonum commune Institute,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=bjmshaw,The Technocratic Megacorp of BJMShaw,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=lar_aike,The State of Lar Aike,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=cassaralla,The Grand Duchy of Cassaralla,Father Knows Best State,Average,Frightening,Few
nation=archd,The Dictatorship of ArchD,Father Knows Best State,Very Good,Frightening,Rare
nation=camusu_aike,The State of Camusu Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=the_centauri,The Burlesque Republic of The Centauri,Compulsory Consumerist State,Very Good,Frightening,Few
nation=mendi_aike,The State of Mendi Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=chon_aike,The State of Chon Aike,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=baltim,The Federal Republic of Baltim,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=iraqgreece,The Nazi one-party totalitarian of IraqGreece,Iron Fist Consumerists,Rare,Frightening,Rare
nation=haishan,The Techno-Induscracy of Haishan,Father Knows Best State,Some,Frightening,Few
nation=novoroyssia,The Centralized Union of Novoroyssia,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=wwe_town,The Nation of Domination of WWE Town,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=humdingerville,The Rogue Nation of Humdingerville,Father Knows Best State,Some,All-Consuming,Outlawed
nation=azstaria,The Federation of Azstaria,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=pasinia,The Cruel Enslaved Dictatorship of Pasinia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=stevid,The Holy Empire of Stevid,Moralistic Democracy,Some,Frightening,Some
nation=ewing_oil_co,The Barnes-Free Conglomerate of Ewing Oil Co,Corporate Police State,Few,Frightening,Few
nation=domi_aike,The Theocracy of Domi Aike,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=rindiania,The Rogue Nation of Rindiania,Corporate Police State,Rare,Frightening,Unheard Of
nation=south_raznakova,The Armed Communist State of South Raznakova,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=southern_giraffe_islands,The Holy Nudist Queendom of Southern Giraffe Islands,Iron Fist Consumerists,Some,Frightening,Few
nation=snoodum,The Holy Empire of Snoodum,Father Knows Best State,Some,Frightening,Outlawed
nation=byrdonia,The Holy Empire of Byrdonia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=ascenon,The Imperial Empire of Ascenon,Father Knows Best State,Very Good,Frightening,Rare
nation=yoradia,The Principality of Yoradia,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=zekeinistan,The Transitional Government of Zekeinistan,Iron Fist Consumerists,Rare,Frightening,Few
nation=holy_marsh,The Grand Theocratic Empire of Holy Marsh,Father Knows Best State,Very Good,Frightening,Few
nation=veremur,The Empire of Veremur,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=bi_aike,The State of Bi Aike,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=saldagon,The Imperial Directorate of Saldagon,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=montination,The Black Ghoulish Autocracy of Montination,Libertarian Police State,Superb,Frightening,Rare
nation=chucuruc_aike,The State of Chucuruc Aike,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=athas,The Burnt World of Athas,Father Knows Best State,Some,Frightening,Rare
nation=mamen_aike,The State of Mamen Aike,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=white_science,The Empire of White Science,Inoffensive Centrist Democracy,Some,Frightening,Below Average
nation=penarastaria,The Glorious State of Penarastaria,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=socialists_reformed,The Republic of Socialists Reformed,Democratic Socialists,Very Good,All-Consuming,Excellent
nation=venkara,The Glorious Empire of Venkara,Father Knows Best State,Very Good,Frightening,Rare
nation=potrok_aike,The State of Potrok Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=klesh,The Holy Empire of Klesh,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=pq_forge,The Sovereign Corporation of PQ Forge,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=euarsia,The Dictatorship of Euarsia,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=vombatidae,The Empire of Vombatidae,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=shoemannland,The Fascist Peoples of ShoemannLand,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=wulkrieg,The Juggernaut War State of Wulkrieg,Corporate Police State,Unheard Of,Frightening,Rare
nation=oppressthemville,The Murderous Rage of Oppressthemville,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=lordofsummer,The Dictatorship of Lordofsummer,Father Knows Best State,Below Average,Frightening,Rare
nation=shark-istan,The Imperial State of Shark-istan,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=liberstan_chekvya,The Technocratic Stratocracy of Liberstan Chekvya,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=wentsworth,The United Republic States of Wentsworth,Father Knows Best State,Below Average,Frightening,Rare
nation=markatch_aike,The State of Markatch Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=twilight_town,The Magical Girl Haven of Twilight Town,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=croldai,The Theocracy of Croldai,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=wars_forever,The United States of Wars Forever,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=tamel_aike,The State of Tamel Aike,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=phlebacite,The Black Dog of Phlebacite,Iron Fist Consumerists,Rare,Frightening,Rare
nation=earldom_of_south_ballygowan,The Fiefdom of Earldom of South Ballygowan,Psychotic Dictatorship,Some,Frightening,Outlawed
nation=walterslandia,The Social Nationalist State of Walterslandia,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=cult_of_extinction,The Mechanism of Cult of Extinction,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=ut_dallas,The Dominion of UT Dallas,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=wulfhelm,The Soul-Crushing Factories of Wulfhelm,Corporate Police State,Few,Frightening,Unheard Of
nation=hexior,The Armed Engineer of Hexior,Psychotic Dictatorship,Few,Frightening,Few
nation=edgemaster,The Infection of Edgemaster,Compulsory Consumerist State,Very Good,Frightening,Few
nation=depackya,The Borisovian Regime of Depackya,Corporate Police State,Few,Frightening,Rare
nation=austerlitsch,The Federal Republic of Austerlitsch,Iron Fist Consumerists,Outlawed,Frightening,Rare
nation=man_aike,The State of Man Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=ghost_land,The Evil Republic of Ghost Land,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=fred_norris,The Domain of Fred Norris,Father Knows Best State,Some,Frightening,Rare
nation=merconitonitopia,The Magic and the Mystery of Merconitonitopia,Authoritarian Democracy,Unheard Of,Frightening,Very Good
nation=undivulged_principles,The Confederacy of Undivulged Principles,Left-wing Utopia,Superb,Frightening,Excessive
nation=tryienne,The Military Nation of Tryienne,Inoffensive Centrist Democracy,Average,Frightening,Few
nation=confederate_states_utopia,The Republic of Confederate states utopia,Father Knows Best State,Some,Frightening,Outlawed
nation=the_knight_who_says_ni,The Allmighty Nak Nakian Colony of The knight who says NI,Compulsory Consumerist State,Good,Frightening,Rare
nation=imperial_eascalsh_ohavillbell,The Barely Functioning State of Imperial Eascalsh Ohavillbell,Conservative Democracy,Few,Frightening,Superb
nation=joey_wu_empire,The Indomitable Dominions of Joey Wu Empire,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=complete_bastards,The Dominion of Complete Bastards,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=upper-africa,The Superstate of Upper-Africa,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=the_woefully_uninformed_marx_followers,The Most Glorious Peoples of The Woefully Uninformed Marx Followers,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=flibblers,The Morally Questionable People of Flibblers,Psychotic Dictatorship,Rare,Fair,Unheard Of
nation=sicilian_imperial-capitalist_empire,The Empire of Sicilian Imperial-Capitalist Empire,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=airstrip_malone,The Dictatorship of Airstrip Malone,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=united_states_of_foxwarefox,The Tentailled Lunar Queendom of United States Of Foxwarefox,Mother Knows Best State,Average,Frightening,Few
nation=sheoss,The Evil Armed Psychotic Empire of Sheoss,Iron Fist Consumerists,Some,Frightening,Rare
nation=puczovska,The Confed of Commie Communes of Puczovska,Father Knows Best State,Some,Frightening,Rare
nation=vargr_corsairs,The Confederacy of Vargr Corsairs,New York Times Democracy,Excellent,Frightening,Superb
nation=the_pact_of_terra,The Empire of The Pact of Terra,Inoffensive Centrist Democracy,Below Average,Frightening,Some
nation=kaystone,The Constitutional Monarchy of Kaystone,Mother Knows Best State,Below Average,Frightening,Few
nation=nadir_dystopia,The Holy Yellow CAM of Nadir Dystopia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=wolflandil,The Majestic Empire of Wolflandil,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=gamefaqs_founder,The Community of GameFAQs Founder,Authoritarian Democracy,Some,Frightening,Some
nation=brotherhood_of_nod,The Dictatorship of Brotherhood of nod,Corporate Police State,Few,Frightening,Unheard Of
nation=bendicion,The New Kaliptzy Reich of Bendicion,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=second_greater_austrian_empire,The Greater Imperial Nation of Second Greater Austrian Empire,Father Knows Best State,Some,Frightening,Rare
nation=kilik_aike,The State of Kilik Aike,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=west_australatina,The Oppressed Peoples of West Australatina,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=north_power,The North American Federation of North Power,Inoffensive Centrist Democracy,Very Good,Frightening,Below Average
nation=guankenken_aike,The State of Guankenken Aike,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=schwerer_gustav,The Holy Empire of Schwerer Gustav,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=the_united_artherian_federation,The Artherianisches Reich of The United Artherian Federation,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=glorious_society,The Glorious Republic of Glorious Society,Father Knows Best State,Average,Frightening,Few
nation=whereisthatistan,The Anarcho-Capitalist Ogre Fans of Whereisthatistan,Left-Leaning College State,Excellent,Frightening,Good
nation=terrians,The Hell Hole of Terrians,Corporate Police State,Outlawed,Frightening,Outlawed
nation=karstoz,The City-State of Karstoz,Iron Fist Consumerists,Few,Frightening,Rare
nation=techno,The Allmighty Nak Nakian Colony of Techno,Corporate Police State,Rare,Frightening,Unheard Of
nation=gandhiana,The Holy Republic of Gandhiana,Psychotic Dictatorship,Outlawed,Reasonable,Outlawed
nation=darthstassen,The Infinite Empire of DarthStassen,Father Knows Best State,Average,Frightening,Rare
nation=cossack_peoples,The Federal Republic of Cossack Peoples,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=the_death_syndicate,The Felsinsel Anocracy of The Death Syndicate,Corporate Police State,Unheard Of,Frightening,Rare
nation=altlea,The National State of Altlea,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=necropolis_2,The Lawbringers of Necropolis 2,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=santa_clara_cartel,The Armed Republic of Santa Clara Cartel,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=moderal,The Holy Stórveldi of Moderal,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=bhodesia,The Democratic Republic of Bhodesia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=stretchington,The Army of Stretchington,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=veradax,The Technocratic Empire of Veradax,Corrupt Dictatorship,Some,Frightening,Rare
nation=solvada,The United Empire of Solvada,Father Knows Best State,Average,Frightening,Rare
nation=vinceretius,The IRON FISTED DICTATORSHIP of Vinceretius,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=integralism,The Holy Empire of Integralism,Moralistic Democracy,Some,Frightening,Some
nation=lunayria,The Imperial Remnant of Lunayria,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=connori_pilgrims,The Nomadic Peoples of Connori Pilgrims,Capitalist Paradise,Very Good,Frightening,Excellent
nation=pirates_of_the_vinland_states,The Armed Republic of Pirates Of the Vinland states,Libertarian Police State,Excellent,Frightening,Rare
nation=land_land_country_country,The Perfect World of Land Land Country Country,Psychotic Dictatorship,Unheard Of,Frightening,Few
nation=furious_butts,The Jingoistic States of Furious Butts,Corporate Police State,Rare,Frightening,Rare
nation=newoceanden,The Confederacy of Newoceanden,Iron Fist Consumerists,Rare,Frightening,Rare
nation=loop_quantum_gravity,The Kingdom of Loop Quantum Gravity,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=tyrannicalland,The Red Oppressed Peoples of Tyrannicalland,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=r_ails,The Most Serene Republic of R ails,Psychotic Dictatorship,Outlawed,Very Strong,Unheard Of
nation=nibepo_aike,The State of Nibepo Aike,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=the_hundelks,The Glorious State of The Hundelks,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=hussitesofjanhusutraquists,The Nightmare State of Chernobog of HussitesOFJanHusUtraquists,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=woodswinter49,The Empire of WoodsWinter49,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=kampf_empire,The Heiliger Eisenstaat of Kampf Empire,Father Knows Best State,Very Good,Frightening,Rare
nation=krematoria,The All-Powerful Rogue Nation of Krematoria,Father Knows Best State,Below Average,Frightening,Rare
nation=nocturnalis,The Pan-Rusinian Confederation of Nocturnalis,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=the_captain,The Dominion of The Captain,Corporate Police State,Some,Frightening,Rare
nation=hebo,The Kingdom of Hebo,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=reatilber_soclistice,The Totalitarian Empire of Reatilber Soclistice,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=uren_aike,The State of Uren Aike,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=russian_oil,The Empire of Russian Oil,Moralistic Democracy,Some,Frightening,Some
nation=north_star_territory,The Inexorable Legion of North Star Territory,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=blackwood_empire,The Holy Empire of Blackwood Empire,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=soviet_socialist_republic,The Techno-Union of Soviet Socialist Republic,Father Knows Best State,Some,Frightening,Rare
nation=sur_aike,The State of Sur Aike,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=max_empire,The Illuminated Autocracy of Max Empire,Father Knows Best State,Some,Frightening,Outlawed
nation=palermo_aike,The State of Palermo Aike,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=neo_vikings_of_easthumbria,The Pirate kingdom of Neo Vikings of Easthumbria,Father Knows Best State,Good,Frightening,Rare
nation=titananium,The Merchant Confederacy of Titananium,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=shek_aike,The State of Shek Aike,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=allistair_union,The Almighty Allirian Kingdom of Allistair Union,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=yugoslavia_secundus,The Federal Republic of Yugoslavia Secundus,Father Knows Best State,Average,Frightening,Rare
nation=japhetia,The Patriarchy of Japhetia,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=keklystan,The Militaristic Dictatorship of Keklystan,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=autarkheia,The Incorporated States of Autarkheia,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=tapi_aike,The State of Tapi Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=holydia,The HOLIEST HOLY LAND of HOLYDIA,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=foxanist_revolutionary_state,The Matriarchy of Foxanist Revolutionary State,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=doomsylvania,The Rogue Nation of Doomsylvania,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=the_amazons_daughters,The Amazonian Empire of The Amazons Daughters,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=heyzay,The Federal Unitary Stratocracy of HeyZay,Father Knows Best State,Average,Frightening,Rare
nation=the_sixteenth_night,The Idyllic Dystopia of The Sixteenth Night,Inoffensive Centrist Democracy,Very Good,Frightening,Good
nation=pickles_land,The Holy Green of Pickles Land,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=smart_cookie_bookies,The Most Serene Holy Queendom of Smart Cookie Bookies,Psychotic Dictatorship,Unheard Of,Frightening,Rare
nation=the_arken,The Angelic Kingdom of The Arken,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=rospentek_aike,The State of Rospentek Aike,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=the_race_of_lizards,The Holy Greater Reich of The Race of Lizards,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=valrknut,The Clad in Gold Republic of Valrknut,Capitalist Paradise,Very Good,Frightening,Very Good
nation=axorian,The Hippie slaying states of Axorian,Father Knows Best State,Average,Frightening,Outlawed
nation=krandor,The Imperial Republic of Krandor,Democratic Socialists,Average,Frightening,Some
nation=thyrgga,The Holy Realm of Thyrgga,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=sulaymaan,The United Republics of Sulaymaan,Inoffensive Centrist Democracy,Good,Frightening,Excellent
nation=lothric-,The Holy Kingdom of Lothric-,Father Knows Best State,Below Average,Frightening,Rare
nation=kosten_aike,The State of Kosten Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=the_first_german_order,The Alicorn Squadron of The First German Order,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=kurou,The Empire of Kurou,Psychotic Dictatorship,Rare,Frightening,Unheard Of
nation=purple_empire,The Battle-Ready Legions of Purple Empire,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=zokk,The Imperialist Dominion of Zokk,Father Knows Best State,Average,Frightening,Rare
nation=iron_dog,The Fortified Nation of Iron Dog,Father Knows Best State,Average,Frightening,Unheard Of
nation=kyrun,The Republic of Kyrun,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=your_humble_narrator_alex,The A Clockwork Orange of Your Humble Narrator Alex,Father Knows Best State,Some,Frightening,Rare
nation=oren_aike,The State of Oren Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=harmonic_empire,The Grand Diarchy of Harmonic Empire,Corporate Police State,Few,Frightening,Rare
nation=feckface,The Allmighty Nak Nakian Colony of Feckface,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=zero_gravity_zone,The Unknown Location of Zero Gravity Zone,Iron Fist Consumerists,Some,Frightening,Outlawed
nation=the_divine_empire_of_oranienburg,The Imperial Government of The Divine Empire of Oranienburg,Democratic Socialists,Some,Frightening,Below Average
nation=ellsonian_dominion,The Holy Imperial Invictus of Ellsonian Dominion,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=allexandretta,The Militaristic nation of Allexandretta,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=maysai,The New United Empire of Maysai,Father Knows Best State,Some,Frightening,Rare
nation=servants_of_cthulhu,The Dictatorship of Servants of Cthulhu,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=emporer_pudu,The Pantokratic Dominate of Emporer Pudu,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=zoo288,The Elysian Fields of ZOO288,Father Knows Best State,Average,Frightening,Rare
nation=captain_bones,The Unholy Terrors of Captain Bones,Iron Fist Consumerists,Few,Frightening,Rare
nation=pitbull,The Republik of Pitbull,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=spiridonia,The Republic of SPIRIDONIA,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=crushita,The Potato Papacy of Crushita,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=donkervader,The Slow Loud Breathers of Donkervader,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=autocracian_lands,The Holy Pink Zombie of Autocracian Lands,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=cybran_states,The Empire of Cybran States,Iron Fist Consumerists,Few,Frightening,Rare
nation=ototel_aike,The State of Ototel Aike,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=papa_fetter,The Self-Serving Railroads of Papa Fetter,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=zhava_awaik,The Technocratic Stratocracy of Zhava Awaik,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=santa_is_satan,The Evil Empire of Santa Is Satan,Compulsory Consumerist State,Below Average,Frightening,Rare
nation=arutiise,The Nuhaatyc Republic of Arutiise,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=sonania,The All powerful state of Sonania,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=meadrin,The Lamian City State of Meadrin,Psychotic Dictatorship,Some,Frightening,Few
nation=tweekville,The Colony of Tweekville,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=gragastavia,The Democratic Republic of Gragastavia,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=achaian_peloponnese,The Isaurian League of Achaian Peloponnese,Compulsory Consumerist State,Very Good,Frightening,Rare
nation=krispy_kremes,The Donut Shop of Krispy Kremes,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=oschem_aike,The State of Oschem Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=sorianora,The Eastern Card Tsar of Sorianora,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=supreme_nation_cornfeeld,The Unfathomable Imperium of Supreme Nation Cornfeeld,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=whyachi,The Bloodsoaked Khmer Empire of Whyachi,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=amyx,The Rogue Nation of Amyx,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=the_taklamakan_desert,The Barren Wastelands of The Taklamakan Desert,Psychotic Dictatorship,Rare,Frightening,Rare
nation=denathor,The Holy Edorian Empire of Denathor,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=le_duche,The Grand Duchy Duchy Dutch of Le Duche,Compulsory Consumerist State,Some,Frightening,Unheard Of
nation=the_walrus_cult,The Theocracy of The Walrus Cult,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=zombie_penguins,The Impending Doom of Zombie Penguins,Capitalizt,Frightening,Frightening,Very Good
nation=pino_grand_fenwick,The Panhellenic Imperium of Pino Grand Fenwick,Father Knows Best State,Good,Frightening,Rare
nation=aschenhyrst,The Sovereign Imperial Dominion of Aschenhyrst,Iron Fist Consumerists,Few,Frightening,Few
nation=empire_of_cruchan,The Empire of Empire Of Cruchan,Corrupt Dictatorship,Below Average,Frightening,Rare
nation=demiurges,The Side Co-Prosperity Sphere of Demiurges,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=lupinaz,The United Socialist States of Lupinaz,Father Knows Best State,Average,Frightening,Rare
nation=lettern,The Socialist Kingdom of Lettern,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=kollonk_aike,The State of Kollonk Aike,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=unhappy_mingmong_lumpy_land,The Rogue Nation of Unhappy MingMong Lumpy Land,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=hixoelop,The Grossherzogtum of Hixoelop,Benevolent Dictatorship,Superb,Frightening,Unheard Of
nation=vesteysia,The Empire of Vesteysia,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=quintanilla,The United Federative State of Quintanilla,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=petan_empire,The Empire of Petan Empire,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=kazikdeath,The Oppressed Peoples of Kazikdeath,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=guyomartand,The Holy Empire of Guyomartand,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=nocoins,The Rogue Nation of Nocoins,Psychotic Dictatorship,Unheard Of,Thriving,Unheard Of
nation=expendia,The Monastic Technocracy of Expendia,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=agorus,The Republic of Agorus,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=aplurhan,The Magical Kingdom of Aplurhan,Right-wing Utopia,Some,Frightening,Good
nation=jaydor,The Imperial Federation of Jaydor,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=brutagia,The Empire of Brutagia,Psychotic Dictatorship,Outlawed,All-Consuming,Unheard Of
nation=doperland,The Holy Dictatorship of Doperland,Iron Fist Consumerists,Some,Frightening,Rare
nation=eoghania,The Celestial Empire of Eoghania,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=new_narag_empire,The United Coalition of New Narag Empire,Compulsory Consumerist State,Below Average,Frightening,Few
nation=yebloin,The Holy Patriarchal States of Yebloin,Inoffensive Centrist Democracy,Below Average,Frightening,Some
nation=servoth,The Integrated Machine Authority of Servoth,Democratic Socialists,Very Good,Frightening,Average
nation=acadania,The People's Republic of Acadania,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=hsime,The Dominion of Hsime,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=anemone_reef,The Corporatocracy of Anemone Reef,Anarchy,Superb,Frightening,Superb
nation=mack_aike,The State of Mack Aike,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=new_england_inc,The Constitutional Monarchy of New England INC,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=tripartite_empire,The Stratocratic Dictatorship of Tripartite Empire,Father Knows Best State,Average,Frightening,Unheard Of
nation=knastrovia,The Red Army of Knastrovia,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=avalnier,The Helpdesk of Avalnier,Iron Fist Consumerists,Rare,Frightening,Rare
nation=makenke_aike,The State of Makenke Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=svarttjern,The Armed Reich of Svarttjern,Father Knows Best State,Some,All-Consuming,Few
nation=the_yeetusa,The Allied Conglomerates of The Yeetusa,Iron Fist Consumerists,Few,Frightening,Few
nation=specter_land,The Universal Ape Empire of Specter Land,Father Knows Best State,Some,Frightening,Unheard Of
nation=pari_aike,The State of Pari Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=zigabooga,The Colony of Zigabooga,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=confederate_germanic_states,The Deutsches Reich of Confederate Germanic States,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=venom_bug,The Dictatorship of Venom Bug,Father Knows Best State,Some,Frightening,Outlawed
nation=lebensmude,The Militant Confederacy of Lebensmude,Father Knows Best State,Good,Frightening,Unheard Of
nation=kaper_kaike,The State of Kaper Kaike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=tweeklandia,The Rogue Nation of Tweeklandia,Corporate Police State,Rare,Frightening,Unheard Of
nation=radicaster,The Free State of Radicaster,Left-Leaning College State,Superb,Frightening,Very Good
